0,1,2
2011-06-03 00:00:00,5.601,buy
2011-12-02 00:00:00,5.415,buy
2011-12-08 00:00:00,5.139,buy
2014-03-05 00:00:00,4.693,buy
2014-05-27 00:00:00,4.524,buy
2015-08-31 00:00:00,5.791,buy
2016-01-20 00:00:00,4.947,buy
2017-11-10 00:00:00,5.502,buy
2019-01-07 00:00:00,4.747,buy
2019-08-16 00:00:00,4.77,buy
2020-05-27 00:00:00,4.946,buy
2020-09-16 00:00:00,5.047,buy
2021-06-04 00:00:00,5.82,buy
2022-03-11 00:00:00,8.499,buy
2022-03-17 00:00:00,7.982,buy
2022-06-16 00:00:00,9.541,sell
2022-09-05 00:00:00,8.501,buy
2023-12-05 00:00:00,6.362,buy
2024-01-22 00:00:00,5.64,buy
2024-08-16 00:00:00,7.09,buy
