0,1,2
1996-01-15 00:00:00,0.465,buy
1996-07-15 00:00:00,3.08,sell
1997-03-13 00:00:00,4.335,sell
1997-04-30 00:00:00,10.045,sell
1997-07-03 00:00:00,10.162,sell
1997-08-15 00:00:00,7.101,buy
1997-09-25 00:00:00,6.313,buy
1998-02-27 00:00:00,9.718,buy
1998-07-22 00:00:00,8.092,buy
1999-04-23 00:00:00,7.172,buy
1999-05-20 00:00:00,7.077,buy
1999-10-18 00:00:00,11.602,buy
2001-08-30 00:00:00,5.505,buy
2002-10-17 00:00:00,5.093,buy
2003-10-14 00:00:00,5.043,buy
2003-11-05 00:00:00,4.521,buy
2004-05-19 00:00:00,5.501,buy
2004-06-22 00:00:00,5.167,buy
2004-08-25 00:00:00,4.365,buy
2005-01-25 00:00:00,3.713,buy
2005-03-25 00:00:00,3.117,buy
2005-10-10 00:00:00,3.699,buy
2008-08-21 00:00:00,3.135,buy
2008-10-22 00:00:00,2.354,buy
2009-02-13 00:00:00,3.531,sell
2010-11-23 00:00:00,11.446,buy
2011-05-10 00:00:00,8.421,buy
2011-06-02 00:00:00,7.598,buy
2012-09-06 00:00:00,4.549,buy
2012-10-08 00:00:00,4.476,buy
2013-03-04 00:00:00,4.228,buy
2014-04-30 00:00:00,4.722,buy
2016-09-29 00:00:00,9.634,buy
2019-07-16 00:00:00,7.625,buy
2019-11-13 00:00:00,9.277,buy
2020-12-21 00:00:00,19.596,buy
2021-04-27 00:00:00,17.583,buy
2021-09-07 00:00:00,15.895,buy
2021-10-11 00:00:00,14.477,buy
2022-03-14 00:00:00,11.203,buy
2023-08-23 00:00:00,16.206,buy
2024-08-01 00:00:00,14.55,buy
