0,1,2
2019-05-21 11:30:00,5.41,buy
2020-01-21 10:30:00,5.774,buy
2020-04-29 14:00:00,5.074,buy
2020-05-25 14:00:00,4.812,buy
2020-08-27 15:00:00,5.528,buy
2021-01-13 10:30:00,5.236,buy
2021-10-29 11:30:00,12.58,sell
2021-11-09 14:00:00,11.111,buy
2022-01-06 14:00:00,10.619,buy
2022-02-23 11:30:00,9.214,buy
2022-03-16 15:00:00,7.631,buy
2022-07-25 10:30:00,8.476,buy
2022-09-28 14:00:00,7.889,buy
2022-10-31 14:00:00,7.737,buy
2022-12-23 11:30:00,7.419,buy
2023-05-26 10:30:00,9.011,buy
2023-06-15 15:00:00,8.302,buy
2023-07-18 15:00:00,8.108,buy
2023-07-21 11:30:00,7.991,buy
2023-09-20 15:00:00,8.293,sell
2023-11-03 15:00:00,8.488,sell
2023-11-23 11:30:00,8.234,buy
2023-11-28 15:00:00,8.244,buy
2024-02-08 14:00:00,8.293,sell
2024-03-05 14:00:00,9.335,sell
2024-05-15 10:30:00,10.105,sell
2024-05-22 15:00:00,10.417,sell
2024-07-24 14:00:00,11.31,buy
2024-08-01 11:30:00,10.8,buy
