0,1,2
1996-01-05 00:00:00,1.418,buy
1996-06-26 00:00:00,1.654,buy
1996-09-19 00:00:00,1.457,buy
1997-07-11 00:00:00,1.454,buy
1997-12-03 00:00:00,1.65,buy
1998-10-09 00:00:00,6.886,sell
1999-04-21 00:00:00,4.197,buy
1999-11-11 00:00:00,4.197,buy
2000-01-26 00:00:00,3.902,buy
2000-10-10 00:00:00,6.693,buy
2001-08-30 00:00:00,6.428,buy
2002-09-19 00:00:00,5.241,buy
2002-11-29 00:00:00,4.289,buy
2004-02-10 00:00:00,4.372,sell
2004-06-16 00:00:00,3.518,buy
2005-02-16 00:00:00,2.596,buy
2005-05-13 00:00:00,1.9,buy
2005-07-08 00:00:00,1.608,buy
2008-04-01 00:00:00,4.398,buy
2014-02-07 00:00:00,17.169,sell
2014-05-05 00:00:00,14.566,buy
2014-10-27 00:00:00,16.57,buy
2018-01-25 00:00:00,22.238,buy
2018-06-06 00:00:00,18.423,buy
2018-10-23 00:00:00,15.56,buy
2019-08-14 00:00:00,13.63,buy
2020-02-19 00:00:00,26.863,sell
2021-05-13 00:00:00,15.535,buy
2022-01-17 00:00:00,20.983,buy
2022-02-11 00:00:00,16.197,buy
2022-03-15 00:00:00,14.487,buy
2022-04-13 00:00:00,12.074,buy
2022-04-29 00:00:00,10.667,buy
2022-12-27 00:00:00,14.018,buy
