0,1,2
1998-03-05 00:00:00,2.944,buy
1998-06-03 00:00:00,4.119,sell
1999-02-09 00:00:00,4.258,buy
1999-05-21 00:00:00,3.77,buy
2000-01-26 00:00:00,4.285,buy
2001-09-06 00:00:00,6.411,buy
2001-10-15 00:00:00,5.923,buy
2002-04-12 00:00:00,7.305,sell
2002-06-21 00:00:00,8.044,sell
2003-01-07 00:00:00,5.251,buy
2003-04-11 00:00:00,7.014,sell
2003-07-08 00:00:00,6.261,buy
2003-10-08 00:00:00,4.75,buy
2004-06-02 00:00:00,6.416,buy
2005-03-02 00:00:00,5.318,sell
2007-10-31 00:00:00,7.902,buy
2008-06-19 00:00:00,4.357,buy
2008-08-21 00:00:00,3.752,buy
2008-09-22 00:00:00,3.352,buy
2009-02-06 00:00:00,4.218,sell
2011-08-08 00:00:00,6.756,buy
2012-07-03 00:00:00,5.56,buy
2014-01-17 00:00:00,6.711,buy
2016-03-29 00:00:00,16.147,sell
2017-12-07 00:00:00,26.908,buy
2018-02-13 00:00:00,23.798,buy
2021-12-14 00:00:00,38.364,sell
2022-03-18 00:00:00,27.342,buy
2022-04-13 00:00:00,23.929,buy
2022-09-26 00:00:00,21.734,buy
2024-05-24 00:00:00,19.441,buy
2024-07-12 00:00:00,17.776,buy
