0,1,2
1997-07-10 00:00:00,0.637,buy
1998-12-09 00:00:00,2.159,buy
1999-05-21 00:00:00,3.554,sell
1999-12-08 00:00:00,5.126,buy
2000-05-31 00:00:00,6.383,buy
2001-09-03 00:00:00,5.408,buy
2003-08-27 00:00:00,2.199,buy
2003-09-18 00:00:00,1.995,buy
2003-12-26 00:00:00,1.557,buy
2005-12-12 00:00:00,0.828,buy
2006-05-10 00:00:00,0.905,buy
2009-07-14 00:00:00,4.999,sell
2010-04-26 00:00:00,6.684,buy
2010-07-07 00:00:00,4.737,buy
2010-08-02 00:00:00,5.394,sell
2011-01-27 00:00:00,5.308,buy
2011-10-13 00:00:00,5.146,buy
2012-01-10 00:00:00,4.242,buy
2012-05-14 00:00:00,5.801,sell
2013-03-04 00:00:00,3.348,buy
2013-04-10 00:00:00,3.281,buy
2013-12-30 00:00:00,3.023,buy
2014-01-16 00:00:00,2.899,buy
2016-06-03 00:00:00,12.17,buy
2017-04-28 00:00:00,10.544,buy
2018-01-22 00:00:00,8.994,buy
2018-04-12 00:00:00,8.448,sell
2020-01-15 00:00:00,11.137,sell
2021-10-22 00:00:00,29.959,buy
2022-01-18 00:00:00,32.119,buy
2022-03-15 00:00:00,22.474,buy
2022-04-19 00:00:00,19.699,buy
2022-08-30 00:00:00,23.401,buy
2022-10-28 00:00:00,27.209,sell
2022-12-27 00:00:00,22.125,buy
2023-03-17 00:00:00,22.733,buy
2023-04-10 00:00:00,21.987,buy
