0,1,2
2021-08-19 10:30:00,81.402,buy
2021-09-13 14:00:00,76.362,buy
2021-09-22 11:30:00,82.77,sell
2021-10-27 11:30:00,77.725,buy
2021-12-29 11:30:00,80.46,buy
2022-02-24 14:00:00,76.348,buy
2022-04-13 10:30:00,66.616,buy
2022-04-22 15:00:00,65.05,buy
2022-04-25 14:00:00,63.749,buy
2022-05-31 14:00:00,72.525,buy
2022-06-13 10:30:00,70.027,buy
2022-09-26 11:30:00,47.588,buy
2022-11-01 11:30:00,40.545,buy
2023-01-11 11:30:00,58.276,sell
2023-02-16 14:00:00,58.43,buy
2023-03-08 15:00:00,50.487,buy
2023-03-13 10:30:00,49.253,buy
2023-04-07 11:30:00,48.478,buy
2023-05-05 10:30:00,41.578,buy
2023-08-23 14:00:00,51.055,buy
2024-05-29 11:30:00,67.21,buy
2024-07-05 14:00:00,58.95,buy
2024-07-25 14:00:00,56.42,buy
