0,1,2
2019-02-22 10:45:00,15.945,buy
2019-03-20 14:30:00,19.196,buy
2019-03-28 14:15:00,18.37,buy
2019-04-11 13:30:00,19.232,buy
2019-04-12 14:15:00,18.751,buy
2019-04-22 14:15:00,17.87,buy
2019-04-24 13:45:00,17.525,buy
2019-05-20 11:00:00,18.66,buy
2019-06-11 10:15:00,18.342,buy
2019-07-08 13:15:00,19.469,buy
2019-07-09 14:45:00,19.302,buy
2019-07-18 11:00:00,17.879,buy
2019-08-01 10:15:00,18.951,sell
2019-08-22 10:00:00,19.08,sell
2019-09-02 10:45:00,17.786,buy
2019-09-18 10:00:00,17.721,buy
2019-09-25 11:00:00,17.074,buy
2019-09-26 10:45:00,16.843,buy
2019-10-16 14:45:00,17.5,buy
2019-11-04 14:45:00,17.657,buy
2019-11-21 13:45:00,16.779,sell
2019-12-03 13:45:00,16.936,buy
2019-12-30 13:45:00,17.49,sell
2020-03-05 10:15:00,20.615,sell
2020-03-06 13:15:00,20.818,sell
2020-03-16 14:45:00,17.148,buy
2020-03-31 14:00:00,15.494,buy
2020-04-14 10:00:00,16.104,buy
2020-04-20 13:30:00,15.706,buy
2020-04-21 15:00:00,15.531,buy
2020-05-14 15:00:00,16.501,buy
2020-05-18 11:15:00,16.326,buy
2020-06-12 14:45:00,18.184,sell
2020-06-30 10:00:00,17.564,buy
2020-06-30 14:15:00,17.953,sell
2020-10-09 14:00:00,24.766,buy
2020-11-19 10:45:00,22.784,buy
2020-11-26 10:00:00,22.887,buy
2020-11-27 14:15:00,22.503,buy
2020-12-15 13:30:00,24.517,buy
2020-12-25 13:15:00,25.219,sell
2021-01-28 14:45:00,32.011,buy
2021-01-29 15:00:00,32.143,buy
2021-03-24 14:00:00,28.451,buy
2021-03-29 14:15:00,29.576,sell
2021-03-30 14:30:00,30.606,sell
2021-04-16 10:30:00,28.489,sell
2021-04-19 11:15:00,29.266,sell
2021-04-26 14:30:00,28.714,buy
2021-04-28 10:00:00,28.985,buy
2021-05-11 13:30:00,25.922,buy
2021-06-15 09:45:00,26.25,buy
2021-06-16 14:00:00,25.538,buy
2021-07-01 14:00:00,24.76,buy
2021-07-02 09:45:00,24.414,buy
2021-07-26 13:45:00,25.116,buy
2021-08-04 10:15:00,28.17,sell
2021-08-10 10:45:00,27.833,buy
2021-08-19 11:15:00,27.796,buy
2021-08-26 13:45:00,27.121,buy
2021-08-30 14:45:00,25.379,buy
2021-09-14 09:45:00,24.62,buy
2021-11-05 10:00:00,26.976,sell
2021-12-07 10:30:00,25.96,buy
2021-12-15 14:30:00,26.026,buy
2021-12-22 14:45:00,26.055,sell
2022-01-11 14:30:00,25.656,buy
2022-01-25 14:15:00,23.955,buy
2022-01-27 14:15:00,23.575,buy
2022-02-22 10:15:00,23.66,buy
2022-03-03 14:30:00,22.815,buy
2022-03-08 13:30:00,20.173,buy
2022-03-25 13:45:00,18.396,buy
2022-03-29 13:45:00,18.054,buy
2022-04-07 14:30:00,17.816,buy
2022-04-25 11:00:00,17.284,buy
2022-04-29 13:45:00,18.054,sell
2022-06-02 14:00:00,19.812,sell
2022-06-09 14:15:00,19.213,buy
2022-09-19 10:00:00,23.665,buy
2022-09-30 13:45:00,22.68,buy
2022-10-10 10:00:00,22.274,buy
2022-11-08 11:15:00,24.998,buy
2022-11-22 13:30:00,26.09,sell
2022-11-24 14:45:00,26.312,sell
2022-12-06 10:00:00,23.714,buy
2022-12-13 14:15:00,22.555,buy
2022-12-15 09:45:00,22.468,buy
2022-12-23 14:45:00,21.637,buy
2023-01-10 11:00:00,22.593,buy
2023-01-17 14:00:00,23.897,sell
2023-01-18 14:30:00,24.226,sell
2023-02-01 10:45:00,25.549,sell
2023-02-01 13:45:00,25.897,sell
2023-02-07 10:00:00,25.964,sell
2023-02-17 10:15:00,26.071,buy
2023-03-14 14:00:00,26.032,buy
2023-03-31 10:00:00,30.243,sell
2023-04-06 13:45:00,28.147,buy
2023-06-28 10:00:00,33.412,buy
2023-07-10 11:30:00,32.518,buy
2023-07-18 10:30:00,33.708,sell
2023-08-15 14:30:00,30.594,buy
2023-08-29 10:00:00,30.751,buy
2023-10-20 14:00:00,32.137,buy
2023-10-24 10:15:00,31.278,buy
2023-11-02 09:45:00,30.341,buy
2023-11-06 11:00:00,29.872,buy
2023-11-27 11:00:00,28.925,buy
2023-12-01 13:45:00,28.691,buy
2023-12-06 10:30:00,28.408,buy
2023-12-11 09:45:00,27.754,buy
2023-12-15 10:00:00,27.549,buy
2024-01-08 09:45:00,27.978,buy
2024-01-09 10:15:00,27.607,buy
2024-01-22 14:00:00,26.953,buy
2024-04-12 14:30:00,36.95,sell
2024-05-23 14:30:00,37.857,buy
2024-07-16 11:30:00,36.926,buy
2024-07-30 13:45:00,34.951,buy
2024-07-31 14:45:00,36.449,sell
2024-08-30 14:15:00,39.407,sell
2024-09-23 14:00:00,41.709,buy
2024-10-30 14:45:00,46.68,buy
2024-11-08 14:00:00,45.56,buy
2024-12-05 10:30:00,43.67,buy
2024-12-13 13:15:00,43.78,buy
2025-01-06 15:00:00,49.0,buy
