0,1,2
2011-04-01 00:00:00,7.261,buy
2011-05-11 00:00:00,6.569,buy
2011-06-24 00:00:00,5.437,buy
2011-10-26 00:00:00,5.117,buy
2012-11-07 00:00:00,2.944,buy
2017-04-20 00:00:00,8.243,buy
2017-10-31 00:00:00,6.729,buy
2017-11-28 00:00:00,6.384,buy
2018-05-29 00:00:00,6.217,buy
2019-02-11 00:00:00,3.195,buy
2019-08-14 00:00:00,3.412,buy
2019-11-15 00:00:00,3.096,buy
2020-02-21 00:00:00,3.54,sell
2020-08-18 00:00:00,6.331,buy
2020-09-24 00:00:00,5.641,buy
2020-11-04 00:00:00,5.443,buy
2022-03-11 00:00:00,4.763,buy
2022-04-28 00:00:00,3.471,buy
2023-02-08 00:00:00,5.856,sell
2023-07-26 00:00:00,10.011,buy
2023-09-25 00:00:00,9.564,buy
2024-06-04 00:00:00,8.889,buy
2024-07-01 00:00:00,8.28,buy
