0,1,2
2020-12-27,26605.03,sell
2020-12-28,26281.66,sell
2021-01-02,31278.54,sell
2021-02-16,49568.2,sell
2021-02-17,49133.45,sell
2021-02-18,52119.71,sell
2021-02-19,52890.0,sell
2021-02-20,55906.0,sell
2022-01-11,41642.0,buy
2022-01-12,42729.29,buy
2022-05-14,28942.74,buy
2022-05-15,30086.74,buy
2022-06-20,20845.95,buy
2022-06-21,20573.89,buy
