0,1,2
1996-01-23 00:00:00,1.165,buy
1997-08-22 00:00:00,4.352,buy
1997-09-26 00:00:00,3.834,buy
1998-08-20 00:00:00,5.219,buy
2000-12-26 00:00:00,9.504,sell
2002-12-02 00:00:00,5.529,buy
2003-10-31 00:00:00,4.204,buy
2004-05-14 00:00:00,5.465,buy
2004-08-24 00:00:00,4.159,buy
2005-02-04 00:00:00,4.147,buy
2005-04-26 00:00:00,3.283,buy
2007-10-22 00:00:00,8.587,sell
2008-03-21 00:00:00,6.858,buy
2008-10-31 00:00:00,2.833,buy
2010-07-07 00:00:00,6.073,buy
2011-06-08 00:00:00,6.57,buy
2011-10-27 00:00:00,5.428,buy
2012-07-05 00:00:00,4.549,buy
2012-08-06 00:00:00,4.392,buy
2013-03-25 00:00:00,6.298,buy
2014-05-06 00:00:00,6.752,buy
2021-07-26 00:00:00,16.958,buy
2021-08-24 00:00:00,16.87,buy
2022-03-14 00:00:00,19.34,buy
2022-04-28 00:00:00,12.943,buy
2023-03-21 00:00:00,34.072,sell
2023-10-30 00:00:00,19.28,buy
2024-06-05 00:00:00,15.627,buy
2024-08-27 00:00:00,12.2,buy
