0,1,2
2019-02-01 14:15:00,13.96,sell
2019-02-14 14:15:00,15.456,sell
2019-02-21 14:00:00,16.325,sell
2019-02-25 11:30:00,17.266,sell
2019-02-26 13:15:00,17.983,sell
2019-03-01 13:45:00,16.496,buy
2019-03-07 11:30:00,16.668,buy
2019-03-26 10:00:00,17.409,buy
2019-04-16 10:00:00,17.783,buy
2019-04-19 14:45:00,17.684,buy
2019-06-11 13:45:00,18.792,sell
2019-06-20 09:45:00,18.679,buy
2019-07-09 14:30:00,21.025,buy
2019-07-11 14:30:00,21.915,sell
2019-07-16 13:45:00,21.141,buy
2019-08-09 11:30:00,22.516,sell
2019-08-28 10:00:00,23.697,buy
2019-09-09 14:15:00,24.038,buy
2019-09-23 13:45:00,23.766,buy
2019-11-20 14:30:00,26.218,buy
2019-12-17 13:30:00,23.233,buy
2019-12-18 14:30:00,22.942,buy
2019-12-24 11:00:00,22.175,buy
2019-12-26 14:30:00,21.714,buy
2020-02-24 13:45:00,25.457,buy
2020-03-05 13:15:00,28.0,sell
2020-03-10 13:30:00,27.054,buy
2020-03-11 10:45:00,26.904,buy
2020-03-16 10:30:00,24.311,buy
2020-04-03 11:00:00,30.334,sell
2020-04-21 14:00:00,30.691,buy
2020-05-22 14:45:00,29.996,buy
2020-07-06 13:45:00,35.71,buy
2020-07-09 14:15:00,37.038,sell
2020-07-20 13:30:00,37.975,buy
2020-09-02 15:00:00,46.271,sell
2020-09-07 15:00:00,43.773,buy
2020-09-09 11:30:00,42.194,buy
2020-09-15 14:00:00,45.22,sell
2020-10-19 15:00:00,41.34,buy
2020-10-22 11:30:00,40.958,buy
2020-10-29 13:30:00,42.73,sell
2020-11-10 10:30:00,46.307,buy
2020-11-24 11:00:00,43.1,buy
2020-12-02 10:45:00,43.183,buy
2020-12-11 14:00:00,40.746,buy
2020-12-25 14:30:00,41.028,sell
2021-01-04 14:45:00,39.295,buy
2021-02-23 13:30:00,41.578,buy
2021-02-24 14:00:00,40.557,buy
2021-03-04 13:30:00,36.0,buy
2021-03-18 09:45:00,38.244,sell
2021-04-07 13:45:00,39.678,buy
2021-04-12 14:00:00,37.742,buy
2021-04-20 09:45:00,36.132,buy
2021-04-27 09:45:00,37.597,buy
2021-05-10 10:30:00,35.217,buy
2021-05-28 09:45:00,37.658,sell
2021-05-31 13:15:00,39.049,sell
2021-06-09 10:00:00,35.018,buy
2021-07-05 09:45:00,31.397,buy
2021-07-06 13:30:00,29.234,buy
2021-07-14 14:30:00,30.077,sell
2021-07-22 10:00:00,29.182,buy
2021-07-28 10:00:00,26.846,buy
2021-08-27 14:30:00,28.528,buy
2021-09-01 14:15:00,31.948,sell
2021-09-13 10:15:00,30.301,buy
2021-09-22 14:45:00,27.764,buy
2021-11-17 14:30:00,27.265,buy
2021-11-18 13:30:00,27.001,buy
2021-11-29 15:00:00,26.479,buy
2021-12-13 13:45:00,29.601,sell
2021-12-22 09:45:00,28.189,buy
2022-01-11 11:30:00,30.938,buy
2022-01-12 09:45:00,30.995,buy
2022-01-24 13:15:00,30.978,buy
2022-03-23 10:15:00,23.667,buy
2022-04-07 14:15:00,21.423,buy
2022-04-08 11:00:00,20.866,buy
2022-04-25 14:45:00,19.041,buy
2022-04-27 10:00:00,18.422,buy
2022-05-05 10:15:00,23.087,sell
2022-06-06 11:15:00,27.277,sell
2022-06-09 14:30:00,26.152,buy
2022-06-24 11:00:00,30.358,sell
2022-08-04 10:30:00,29.379,buy
2022-08-10 11:30:00,28.807,buy
2022-08-22 15:00:00,29.939,sell
2022-09-08 09:45:00,29.096,buy
2022-09-21 13:30:00,27.047,buy
2022-09-22 13:30:00,26.123,buy
2022-09-28 10:00:00,28.548,sell
2022-10-12 14:00:00,28.478,buy
2022-10-14 13:45:00,30.603,sell
2022-10-24 10:15:00,31.238,buy
2022-10-27 15:00:00,33.472,sell
2022-11-04 13:45:00,36.82,sell
2022-11-23 11:30:00,36.18,buy
2022-12-28 11:00:00,33.42,buy
2023-01-03 11:15:00,38.472,sell
2023-01-05 14:45:00,37.427,buy
2023-01-18 14:00:00,34.263,buy
2023-03-03 14:15:00,33.172,buy
2023-04-20 10:15:00,29.275,buy
2023-05-30 14:15:00,29.05,buy
2023-05-31 13:30:00,28.709,buy
2023-06-06 13:45:00,27.953,buy
2023-06-12 14:00:00,29.789,sell
2023-06-21 10:30:00,30.694,buy
2023-06-26 13:15:00,30.621,buy
