0,1,2
2019-05-21 11:30:00,8.538,buy
2019-06-18 10:30:00,8.032,buy
2019-09-27 14:00:00,12.699,buy
2019-12-31 14:00:00,14.489,buy
2020-02-10 11:30:00,21.222,sell
2020-03-06 10:30:00,24.315,buy
2020-03-16 10:30:00,21.176,buy
2020-04-09 14:00:00,24.673,sell
2020-08-21 14:00:00,32.918,buy
2020-10-13 11:30:00,35.899,sell
2020-11-03 11:30:00,30.445,buy
2020-11-30 11:30:00,28.617,buy
2020-12-17 15:00:00,27.71,buy
2020-12-24 10:30:00,27.136,buy
2021-02-05 10:30:00,24.215,buy
2021-03-01 11:30:00,23.872,buy
2021-03-25 15:00:00,19.712,buy
2021-05-28 15:00:00,23.923,sell
2021-06-23 14:00:00,22.89,buy
2021-07-30 10:30:00,33.243,sell
2021-08-30 11:30:00,25.592,buy
2021-10-20 11:30:00,22.429,buy
2021-10-25 11:30:00,21.649,buy
2021-12-15 15:00:00,25.726,sell
2022-03-08 10:30:00,23.939,buy
2022-07-06 10:30:00,17.294,buy
2022-07-13 14:00:00,15.684,buy
2022-08-24 10:30:00,18.975,buy
2022-09-14 11:30:00,16.639,buy
2022-11-29 11:30:00,18.455,buy
2022-12-08 11:30:00,17.942,buy
2023-04-04 15:00:00,43.947,sell
2023-07-24 10:30:00,57.833,buy
2023-07-31 10:30:00,52.909,buy
2023-12-27 14:00:00,46.937,buy
2024-01-04 11:30:00,47.816,buy
2024-04-11 11:30:00,66.301,buy
2024-05-21 15:00:00,89.72,sell
2024-05-31 11:30:00,86.714,buy
2024-08-06 11:30:00,90.03,buy
2024-09-27 11:30:00,113.23,sell
2024-11-26 11:30:00,114.98,buy
2025-01-03 11:30:00,118.66,buy
