0,1,2
1995-07-12 00:00:00,0.825,sell
1995-09-05 00:00:00,0.716,buy
1995-12-22 00:00:00,0.565,buy
1996-07-16 00:00:00,0.444,buy
1996-08-29 00:00:00,0.407,buy
1997-11-28 00:00:00,0.392,buy
1999-05-04 00:00:00,0.28,buy
1999-05-31 00:00:00,0.314,sell
2003-09-18 00:00:00,1.321,buy
2003-11-05 00:00:00,1.294,buy
2004-06-22 00:00:00,1.663,buy
2004-07-02 00:00:00,1.587,buy
2005-08-15 00:00:00,2.139,sell
2008-02-29 00:00:00,15.942,buy
2010-07-08 00:00:00,6.976,buy
2011-01-04 00:00:00,7.593,buy
2011-05-04 00:00:00,7.246,buy
2011-06-22 00:00:00,6.521,buy
2011-12-29 00:00:00,5.76,buy
2013-02-06 00:00:00,10.183,sell
2014-03-03 00:00:00,7.638,buy
2014-06-11 00:00:00,7.404,buy
2016-01-15 00:00:00,10.433,buy
2017-04-06 00:00:00,12.506,buy
2017-11-20 00:00:00,12.26,buy
2018-03-28 00:00:00,9.703,buy
2018-08-13 00:00:00,7.722,buy
2019-11-20 00:00:00,12.397,buy
2020-03-25 00:00:00,11.654,buy
2020-05-29 00:00:00,10.338,buy
2020-11-24 00:00:00,12.173,buy
2020-12-18 00:00:00,11.626,buy
2021-02-03 00:00:00,11.077,buy
2021-03-15 00:00:00,10.757,buy
2021-08-05 00:00:00,10.431,buy
2022-04-29 00:00:00,8.459,buy
2022-10-28 00:00:00,8.078,buy
2023-02-01 00:00:00,9.255,sell
2024-01-17 00:00:00,8.726,buy
