0,1,2
2019-01-10 14:55:00,6.174,buy
2019-01-23 10:50:00,6.864,buy
2019-01-24 14:20:00,6.864,buy
2019-01-28 13:40:00,6.908,buy
2019-01-29 10:40:00,6.753,buy
2019-02-11 14:45:00,6.631,sell
2019-02-18 14:55:00,7.98,sell
2019-02-21 10:30:00,8.369,sell
2019-02-26 15:00:00,9.055,buy
2019-02-28 13:15:00,8.477,buy
2019-03-06 13:30:00,9.941,sell
2019-03-27 10:30:00,11.226,buy
2019-04-02 11:15:00,12.481,buy
2019-04-02 14:05:00,12.308,buy
2019-04-08 13:50:00,11.886,buy
2019-04-10 10:25:00,11.95,buy
2019-04-16 10:35:00,10.719,buy
2019-04-26 15:00:00,10.516,buy
2019-05-06 13:45:00,10.32,buy
2019-05-08 13:55:00,10.236,buy
2019-05-10 14:50:00,10.604,sell
2019-05-13 10:25:00,10.76,sell
2019-05-16 14:55:00,11.456,sell
2019-05-30 14:00:00,11.409,buy
2019-06-05 10:15:00,10.479,buy
2019-06-06 09:55:00,10.361,buy
2019-06-11 09:35:00,10.54,sell
2019-06-11 11:15:00,11.054,sell
2019-06-12 09:50:00,10.925,buy
2019-06-13 10:20:00,10.543,buy
2019-07-10 14:45:00,11.596,buy
2019-07-17 14:40:00,11.79,buy
2019-07-18 11:30:00,11.481,buy
2019-07-19 10:00:00,11.419,buy
2019-07-31 13:15:00,12.227,buy
2019-08-12 13:30:00,13.353,buy
2019-08-21 10:50:00,14.227,buy
2019-08-27 14:10:00,14.244,sell
2019-09-04 10:30:00,15.688,buy
2019-09-04 13:15:00,15.56,buy
2019-09-05 14:30:00,15.361,buy
2019-09-06 10:30:00,15.176,buy
2019-09-16 09:40:00,15.264,sell
2019-09-16 13:40:00,15.485,sell
2019-09-19 14:05:00,15.224,buy
2019-09-20 13:30:00,15.494,sell
2019-09-25 10:40:00,15.957,sell
2019-10-08 10:50:00,16.73,sell
2019-10-09 11:00:00,16.425,buy
2019-10-10 11:15:00,17.251,sell
2019-10-17 10:45:00,17.352,buy
2019-10-21 10:10:00,16.964,buy
2019-10-25 13:55:00,17.873,sell
2019-11-01 11:00:00,18.672,sell
2019-11-04 15:00:00,19.299,sell
2019-11-12 09:40:00,18.473,buy
2019-11-21 14:20:00,18.667,buy
2019-11-27 11:30:00,16.928,buy
2019-11-27 14:25:00,16.827,buy
2019-11-29 13:45:00,16.403,buy
2019-12-05 10:30:00,17.851,sell
2019-12-11 10:25:00,18.005,buy
2019-12-17 10:30:00,18.676,sell
2019-12-18 14:20:00,18.645,buy
2019-12-19 10:30:00,18.376,buy
2019-12-20 13:30:00,18.257,buy
2019-12-24 10:30:00,17.648,buy
2020-01-02 14:30:00,19.025,sell
2020-01-03 10:30:00,19.537,sell
2020-01-14 10:25:00,21.824,buy
2020-01-23 13:40:00,21.983,buy
2020-02-14 13:50:00,22.477,buy
2020-02-20 13:55:00,23.126,buy
2020-02-21 13:10:00,23.13,buy
2020-02-28 13:20:00,22.371,buy
2020-03-02 09:35:00,22.199,buy
2020-03-04 13:55:00,21.983,buy
2020-03-05 11:10:00,22.976,sell
2020-03-06 11:00:00,22.698,buy
2020-03-09 14:50:00,21.775,buy
2020-03-12 13:05:00,21.351,buy
2020-03-16 14:30:00,19.775,buy
2020-03-19 10:00:00,19.665,buy
2020-03-27 11:20:00,22.005,buy
2020-04-02 10:10:00,22.071,buy
2020-04-03 14:15:00,22.852,sell
2020-04-08 10:25:00,23.541,buy
2020-04-13 10:25:00,24.521,buy
2020-04-24 09:45:00,24.927,buy
2020-04-28 10:45:00,24.874,buy
2020-05-06 10:25:00,24.565,buy
2020-05-11 10:40:00,26.176,buy
2020-05-20 10:10:00,28.074,buy
2020-05-26 10:50:00,27.196,buy
2020-06-02 10:10:00,26.564,buy
2020-06-03 10:25:00,27.355,sell
2020-06-05 11:15:00,26.776,buy
2020-06-18 10:10:00,26.45,buy
2020-06-24 10:15:00,26.361,buy
2020-07-06 13:20:00,26.066,buy
2020-07-15 13:05:00,26.211,buy
2020-07-16 15:00:00,24.887,buy
2020-07-20 10:25:00,25.117,buy
2020-07-23 10:45:00,27.003,buy
2020-07-24 10:20:00,26.703,buy
2020-07-24 13:25:00,26.455,buy
2020-08-14 11:10:00,30.422,buy
2020-08-19 11:25:00,29.609,buy
2020-08-20 09:45:00,29.079,buy
2020-08-24 10:15:00,28.392,buy
2020-08-27 10:20:00,29.032,sell
2020-09-02 11:10:00,27.406,buy
2020-09-03 13:25:00,27.205,buy
2020-09-07 14:55:00,26.57,buy
2020-09-11 11:10:00,24.927,buy
2020-09-24 13:20:00,25.14,buy
2020-09-29 10:05:00,24.996,buy
2020-10-15 10:40:00,23.232,buy
2020-10-15 13:45:00,22.949,buy
2020-10-19 10:25:00,22.661,sell
2020-10-20 11:10:00,21.894,buy
2020-10-27 10:15:00,22.546,sell
2020-10-27 14:05:00,22.903,sell
2020-11-02 10:40:00,22.378,buy
2020-11-03 11:10:00,22.938,sell
2020-11-10 10:10:00,23.232,buy
2020-11-13 13:45:00,21.94,buy
2020-11-24 09:40:00,21.819,buy
2020-11-24 15:00:00,21.392,buy
2020-12-04 11:00:00,22.344,buy
2020-12-10 09:55:00,22.228,buy
2020-12-17 14:30:00,21.709,buy
2020-12-23 11:10:00,21.456,buy
2020-12-23 14:50:00,21.219,buy
2020-12-28 10:00:00,20.683,buy
2021-01-05 11:00:00,19.27,buy
2021-01-07 10:45:00,19.616,buy
2021-01-07 14:25:00,19.34,buy
2021-01-12 11:00:00,18.861,buy
2021-01-12 13:40:00,18.555,buy
2021-01-15 09:50:00,18.359,buy
2021-01-22 13:40:00,19.98,buy
2021-01-25 13:55:00,19.38,buy
2021-01-26 14:20:00,18.705,buy
2021-01-29 10:20:00,18.094,buy
2021-02-10 10:50:00,18.907,sell
2021-02-19 10:05:00,19.04,buy
2021-02-22 10:25:00,21.813,sell
2021-02-22 13:55:00,22.142,sell
2021-02-24 13:05:00,24.748,sell
2021-02-25 10:10:00,23.543,buy
2021-03-03 14:05:00,23.209,buy
2021-03-04 14:20:00,22.188,buy
2021-03-05 14:00:00,21.485,buy
2021-03-09 09:50:00,20.014,buy
2021-03-09 14:50:00,19.42,buy
2021-03-24 09:35:00,22.649,buy
2021-04-06 14:00:00,22.326,buy
2021-04-23 11:00:00,23.549,sell
2021-04-29 10:20:00,24.8,buy
2021-05-07 10:10:00,24.806,buy
2021-05-19 10:20:00,24.218,buy
2021-05-28 10:50:00,24.466,buy
2021-06-02 13:45:00,23.866,buy
2021-06-09 13:45:00,25.717,sell
2021-06-11 13:15:00,25.584,buy
2021-06-15 09:40:00,24.881,buy
2021-06-17 11:10:00,23.745,buy
2021-06-17 13:45:00,23.705,buy
2021-07-02 10:45:00,23.232,buy
2021-07-09 09:35:00,22.194,buy
2021-07-09 13:15:00,21.986,buy
2021-07-19 10:05:00,21.477,buy
2021-07-21 13:55:00,22.425,buy
2021-07-22 10:25:00,22.139,buy
2021-07-26 13:35:00,21.379,buy
2021-08-06 09:50:00,24.081,buy
2021-08-12 10:20:00,23.93,buy
2021-08-13 13:45:00,23.178,buy
2021-08-17 13:25:00,23.14,buy
2021-08-17 14:50:00,22.847,buy
2021-08-24 10:30:00,22.222,buy
2021-08-26 14:00:00,21.929,buy
2021-09-03 10:50:00,20.687,buy
2021-09-07 14:00:00,21.259,sell
2021-09-14 10:30:00,21.981,buy
2021-09-17 14:30:00,23.125,sell
2021-10-19 10:15:00,26.805,buy
2021-10-21 13:25:00,26.662,buy
2021-11-01 10:20:00,28.506,buy
2021-11-04 10:05:00,28.777,buy
2021-11-15 11:15:00,32.412,buy
2021-11-23 10:40:00,29.763,buy
2021-11-30 10:25:00,31.328,buy
2021-12-10 13:20:00,31.17,buy
2021-12-16 13:25:00,29.875,buy
2022-01-04 14:50:00,28.732,buy
2022-01-12 10:20:00,28.401,sell
2022-01-19 10:30:00,28.521,buy
2022-01-19 13:30:00,28.22,buy
2022-01-21 13:35:00,27.452,buy
2022-01-24 11:30:00,27.957,sell
2022-01-26 10:10:00,27.309,buy
2022-01-27 10:55:00,27.355,buy
2022-02-11 14:35:00,25.872,buy
2022-02-17 10:30:00,26.467,buy
2022-03-01 13:25:00,25.955,buy
2022-03-04 10:35:00,26.655,sell
2022-03-07 13:35:00,25.187,buy
2022-03-08 10:50:00,24.931,buy
2022-03-09 11:10:00,24.006,buy
2022-03-15 09:50:00,23.05,buy
2022-03-16 09:40:00,22.553,buy
2022-03-25 13:35:00,23.238,buy
2022-03-29 10:05:00,23.163,buy
2022-03-29 13:10:00,22.915,buy
2022-03-30 14:00:00,23.953,sell
2022-04-01 10:10:00,23.276,buy
2022-04-07 13:55:00,22.2,buy
2022-04-08 14:55:00,21.462,buy
2022-04-19 14:25:00,21.101,buy
2022-04-21 11:05:00,20.544,buy
2022-04-21 14:35:00,20.205,buy
2022-04-25 10:05:00,20.085,buy
2022-05-10 14:35:00,20.258,sell
2022-05-27 09:55:00,20.71,sell
2022-06-01 14:00:00,20.258,buy
2022-06-10 10:20:00,20.672,buy
2022-06-14 13:05:00,20.935,buy
2022-06-16 13:50:00,22.945,sell
2022-06-20 13:35:00,22.817,buy
2022-06-21 14:15:00,22.177,buy
2022-06-27 10:35:00,21.778,buy
2022-06-28 10:30:00,21.282,buy
2022-07-04 14:05:00,22.388,sell
2022-07-06 14:25:00,21.846,buy
2022-07-12 11:05:00,19.472,buy
2022-07-13 10:40:00,19.472,buy
2022-07-19 13:40:00,18.744,buy
2022-08-01 10:45:00,18.292,sell
2022-08-09 10:55:00,18.823,buy
2022-08-10 14:05:00,18.459,buy
2022-08-17 10:30:00,18.39,buy
2022-08-18 14:00:00,18.144,buy
2022-08-18 14:55:00,18.125,buy
2022-08-24 11:15:00,17.476,buy
2022-08-25 10:35:00,17.141,buy
2022-08-30 14:30:00,17.653,sell
2022-09-01 14:55:00,17.397,buy
2022-09-13 13:55:00,16.738,buy
2022-09-19 09:55:00,15.774,buy
2022-09-26 09:50:00,14.771,buy
2022-09-27 14:15:00,15.951,sell
2022-10-10 14:20:00,15.794,buy
2022-10-14 10:25:00,16.62,sell
2022-10-20 13:40:00,18.046,sell
2022-10-25 14:05:00,16.158,buy
2022-10-25 15:00:00,15.932,buy
2022-10-28 13:10:00,16.325,buy
2022-10-28 15:00:00,15.951,buy
2022-11-02 14:30:00,16.551,buy
2022-11-04 13:20:00,17.102,sell
2022-11-11 11:10:00,18.026,sell
2022-11-11 14:45:00,17.348,buy
2022-11-17 14:35:00,18.144,buy
2022-11-18 13:20:00,18.312,buy
2022-11-22 13:20:00,17.495,buy
2022-11-29 13:25:00,17.495,sell
2022-12-02 13:45:00,17.289,buy
2022-12-08 10:35:00,17.368,buy
2022-12-09 14:20:00,17.063,buy
2022-12-20 10:05:00,16.197,buy
2022-12-26 13:20:00,16.03,buy
2022-12-29 11:15:00,17.515,sell
2022-12-30 10:40:00,17.751,sell
2023-01-11 10:35:00,19.305,sell
2023-01-11 15:00:00,19.0,buy
2023-01-12 10:45:00,18.843,buy
2023-01-12 13:15:00,18.794,buy
2023-01-30 10:40:00,18.882,buy
2023-02-06 10:00:00,19.098,buy
2023-02-07 10:35:00,18.676,buy
2023-02-07 13:30:00,18.538,buy
2023-02-07 13:55:00,18.469,buy
2023-02-14 10:50:00,19.03,buy
2023-02-22 10:20:00,18.174,buy
2023-02-22 13:30:00,17.958,buy
