0,1,2
2011-08-23 00:00:00,2.334,sell
2012-09-06 00:00:00,2.222,buy
2012-11-14 00:00:00,2.025,buy
2013-11-21 00:00:00,3.873,buy
2016-12-19 00:00:00,5.623,buy
2017-01-17 00:00:00,4.869,buy
2020-01-23 00:00:00,15.925,sell
2020-07-14 00:00:00,23.67,sell
2021-07-30 00:00:00,26.756,buy
2022-01-19 00:00:00,22.647,buy
2023-03-30 00:00:00,20.312,buy
2023-04-26 00:00:00,18.582,buy
2023-09-25 00:00:00,18.334,buy
2023-12-29 00:00:00,14.08,buy
2024-01-22 00:00:00,11.452,buy
2024-06-05 00:00:00,11.34,buy
2024-07-05 00:00:00,11.28,buy
