time,price,signal,label
1985-08-14,11.5,buy,2.0
1985-08-15,11.0,buy,1.0
1985-08-16,10.88,buy,1.0
1985-08-19,11.0,buy,1.0
1985-09-10,12.5,sell,3.0
1985-12-13,13.25,sell,3.0
1985-12-16,13.0,sell,3.0
1985-12-17,13.0,sell,3.0
1985-12-18,13.13,sell,3.0
1986-01-14,11.75,buy,1.0
1986-02-18,14.75,sell,4.0
1986-02-19,14.13,sell,4.0
1986-03-12,16.62,sell,3.0
1986-04-07,14.5,buy,1.0
1986-04-08,15.13,buy,1.0
1986-05-21,19.75,sell,4.0
1986-05-22,19.87,sell,4.0
1986-08-21,19.87,sell,3.0
1986-09-12,17.5,buy,2.0
1986-09-15,17.75,buy,2.0
1986-11-03,18.87,sell,3.0
1986-11-04,18.62,sell,3.0
1986-11-07,19.25,sell,3.0
1987-01-30,21.87,sell,4.0
1987-02-02,22.37,sell,4.0
1987-02-03,22.62,sell,4.0
1987-02-05,23.5,sell,4.0
1987-03-19,27.87,sell,4.0
1987-03-20,29.0,sell,4.0
1987-03-23,30.0,sell,3.0
1987-03-24,30.62,sell,3.0
1987-03-25,30.0,sell,3.0
1987-05-28,33.25,sell,4.0
1987-05-29,33.5,sell,4.0
1987-07-02,33.88,buy,1.0
1987-07-30,37.38,sell,4.0
1987-07-31,37.5,sell,4.0
1987-08-03,37.63,sell,4.0
1987-08-12,40.13,sell,3.0
1987-09-23,25.0,buy,2.0
1987-09-24,25.0,buy,2.0
1987-09-25,25.0,buy,2.0
1987-10-20,15.75,buy,1.0
1987-10-21,16.87,buy,2.0
1987-10-27,14.0,buy,1.0
1988-02-05,20.12,sell,4.0
1988-02-11,21.5,sell,4.0
1988-02-12,21.0,sell,4.0
1988-03-04,23.75,sell,4.0
1988-05-25,24.0,buy,1.0
1988-05-27,23.37,buy,1.0
1988-05-31,25.0,buy,1.0
1988-06-14,29.25,sell,3.0
1988-06-15,29.25,sell,3.0
1988-06-16,28.25,sell,3.0
1988-10-10,29.75,sell,3.0
1988-10-11,29.25,sell,3.0
1989-01-24,29.5,buy,1.0
1989-01-26,29.5,buy,1.0
1989-02-06,33.0,sell,4.0
1989-02-08,33.13,sell,4.0
1989-04-20,38.88,sell,4.0
1989-04-24,39.63,sell,4.0
