time,price,signal,label
2015-11-23,30.08,buy,2.0
2015-12-15,28.36,buy,2.0
2016-01-08,25.45,buy,2.0
2016-01-11,24.93,buy,2.0
2016-01-12,25.25,buy,2.0
2016-01-14,24.65,buy,2.0
2016-01-19,23.21,buy,2.0
2016-02-24,25.73,sell,4.0
2016-02-25,25.74,sell,4.0
2016-05-23,30.13,sell,3.0
2016-05-24,30.42,sell,3.0
2016-05-25,30.49,sell,3.0
2016-05-26,30.48,sell,3.0
2016-10-20,32.66,sell,4.0
2016-10-25,32.88,sell,4.0
2016-11-15,35.13,sell,4.0
2016-11-16,35.11,sell,4.0
2016-11-25,38.26,sell,3.0
2016-11-28,37.98,sell,3.0
2017-03-17,39.02,sell,3.0
2017-07-10,40.49,sell,4.0
2017-07-11,40.38,sell,3.0
2017-07-14,41.61,sell,3.0
2017-07-17,41.96,sell,3.0
2017-10-30,44.25,sell,3.0
2017-10-31,44.67,sell,3.0
2017-11-01,44.57,sell,3.0
2018-03-05,50.54,sell,4.0
2018-03-06,52.55,sell,3.0
2018-03-07,52.61,sell,3.0
2018-03-08,52.59,sell,3.0
2018-03-12,54.62,sell,3.0
2018-06-01,59.81,sell,3.0
2018-06-04,61.11,sell,3.0
2018-06-05,61.36,sell,3.0
2018-06-06,61.92,sell,3.0
2018-06-07,60.4,sell,3.0
2018-08-23,62.97,sell,4.0
2018-10-12,62.02,buy,2.0
2018-10-25,59.38,buy,2.0
2018-10-30,57.13,buy,1.0
2018-12-26,58.7,buy,1.0
2019-04-03,89.99,sell,3.0
2019-04-04,88.97,sell,3.0
2019-05-14,83.79,buy,2.0
2019-05-21,75.36,buy,1.0
2019-05-22,75.76,buy,1.0
2019-05-23,73.56,buy,1.0
2019-05-24,73.69,buy,1.0
2019-07-02,90.85,sell,4.0
2019-10-09,94.61,buy,1.0
2019-11-18,107.37,sell,3.0
2020-07-14,95.83,buy,2.0
2020-10-09,105.26,sell,4.0
2020-10-12,105.72,sell,4.0
2020-10-13,104.49,sell,4.0
2020-11-10,112.0,sell,4.0
2020-12-09,124.67,sell,4.0
2021-01-07,141.0,sell,3.0
2021-01-08,146.8,sell,3.0
2021-01-11,150.15,sell,3.0
2021-01-12,146.82,sell,3.0
2021-04-06,145.95,sell,3.0
2021-06-07,148.15,sell,4.0
2021-06-08,148.74,sell,4.0
2021-06-30,154.41,sell,4.0
2021-08-02,164.91,sell,4.0
2021-08-03,166.71,sell,4.0
2021-08-04,167.07,sell,4.0
2021-08-05,166.4,sell,4.0
2021-08-25,174.64,sell,3.0
2021-08-26,175.58,sell,4.0
2021-08-27,177.51,sell,3.0
2021-08-30,179.09,sell,3.0
2021-08-31,179.38,sell,3.0
2021-09-29,166.89,buy,2.0
2021-09-30,164.29,buy,2.0
2021-10-01,165.42,buy,2.0
2021-10-05,162.75,buy,1.0
2021-11-17,194.35,sell,4.0
2021-11-18,194.27,sell,4.0
2021-11-26,191.37,sell,3.0
2022-02-24,158.5,buy,2.0
2022-06-03,146.73,sell,3.0
2022-07-22,150.58,sell,4.0
2022-07-29,162.6,sell,4.0
2022-08-01,163.65,sell,4.0
2022-08-19,176.23,sell,3.0
2022-12-01,181.48,sell,3.0
2023-01-18,181.49,sell,3.0
2023-02-24,157.81,buy,2.0
2023-02-27,161.23,buy,2.0
2023-04-26,141.25,buy,1.0
2023-04-27,141.89,buy,1.0
2023-05-18,157.72,sell,4.0
2023-05-19,157.19,sell,4.0
2023-05-22,158.72,sell,4.0
2023-05-23,157.49,sell,4.0
2023-08-21,129.59,buy,2.0
2023-08-22,128.67,buy,1.0
2023-08-23,130.1,buy,2.0
2023-09-27,130.4,buy,2.0
2023-10-20,122.82,buy,2.0
2023-10-23,121.91,buy,2.0
2023-10-24,122.24,buy,1.0
2023-11-16,132.8,sell,4.0
2023-11-17,133.18,sell,4.0
2023-12-12,149.37,sell,4.0
2023-12-13,152.31,sell,4.0
2023-12-14,158.72,sell,4.0
2023-12-15,158.53,sell,3.0
2023-12-18,158.75,sell,3.0
2024-04-09,160.05,sell,3.0
2024-04-10,157.05,sell,3.0
2024-05-21,146.36,sell,3.0
2024-07-17,145.6,sell,3.0
2024-08-05,122.81,buy,1.0
2024-08-06,123.22,buy,1.0
2024-08-07,119.86,buy,1.0
2024-08-08,123.12,buy,1.0
2024-08-22,154.64,sell,4.0
2024-08-23,155.01,sell,4.0
2024-09-27,158.7,sell,4.0
2024-11-01,151.55,buy,1.0
