time,price,signal,label
2011-05-11,29.67,sell,3.0
2011-06-30,29.45,sell,3.0
2011-07-28,28.27,buy,2.0
2011-07-29,28.0,buy,2.0
2011-08-01,28.05,buy,2.0
2011-08-03,28.29,buy,2.0
2011-08-09,27.85,buy,2.0
2012-01-27,33.47,sell,4.0
2012-05-21,33.2,buy,1.0
2012-08-06,38.16,sell,3.0
2012-08-07,37.89,sell,3.0
2012-11-29,37.99,sell,3.0
2012-11-30,38.17,sell,3.0
2012-12-03,37.96,sell,3.0
2013-04-01,41.27,sell,4.0
2013-06-03,40.31,buy,2.0
2013-06-05,39.61,buy,1.0
2013-07-16,42.32,sell,3.0
2013-08-16,41.04,buy,2.0
2013-08-19,40.71,buy,2.0
2013-08-20,40.77,buy,2.0
2013-09-06,39.28,buy,2.0
2013-12-06,41.26,buy,2.0
2013-12-12,40.75,buy,1.0
2014-02-18,43.67,sell,4.0
2014-04-29,45.89,sell,4.0
2014-06-02,48.22,sell,4.0
2014-07-01,49.17,sell,3.0
2014-09-24,48.29,buy,2.0
2015-02-17,52.75,buy,1.0
2015-06-08,51.08,buy,2.0
2015-08-13,54.18,sell,4.0
2015-08-14,54.29,sell,4.0
2015-08-17,54.68,sell,3.0
2015-08-18,54.63,sell,3.0
2015-11-09,55.79,buy,1.0
2016-01-29,64.91,sell,4.0
2016-02-01,65.03,sell,4.0
2016-02-02,65.36,sell,4.0
2016-02-03,65.88,sell,4.0
2016-02-26,64.81,sell,4.0
2016-06-10,77.5,sell,4.0
2016-06-28,82.12,sell,3.0
2016-06-29,82.32,sell,3.0
2016-06-30,84.51,sell,3.0
2016-07-01,84.1,sell,3.0
2016-07-05,84.76,sell,3.0
2016-09-02,74.8,buy,2.0
2016-11-01,73.05,sell,4.0
2017-02-23,75.57,sell,4.0
2017-02-24,76.3,sell,4.0
2017-02-27,76.45,sell,4.0
2017-02-28,78.0,sell,4.0
2017-03-01,77.66,sell,4.0
2017-04-19,79.32,sell,3.0
2017-04-24,80.77,sell,3.0
2017-04-25,80.97,sell,3.0
2017-06-02,79.0,sell,3.0
2017-06-05,78.81,sell,4.0
2017-06-15,82.06,sell,3.0
2017-06-16,82.63,sell,3.0
2017-06-19,81.33,sell,3.0
2017-07-24,80.97,sell,4.0
2017-10-12,85.1,sell,4.0
2017-10-13,85.02,sell,4.0
2017-10-18,86.22,sell,4.0
2017-10-20,87.76,sell,4.0
2018-01-12,80.83,buy,2.0
2018-01-16,82.22,buy,2.0
2018-02-08,76.06,buy,1.0
