time,price,signal,label
2024-08-07,20.62,sell,4.0
2024-08-08,21.25,sell,4.0
2024-08-09,21.02,sell,4.0
2024-09-05,22.51,sell,4.0
2024-09-06,22.86,sell,3.0
2024-09-09,23.2,sell,3.0
2024-09-10,23.05,sell,3.0
2024-10-04,22.16,buy,2.0
2024-10-07,21.99,buy,2.0
2024-10-08,21.85,buy,2.0
2024-10-09,21.53,buy,1.0
2024-10-10,21.32,buy,1.0
2024-10-11,21.46,buy,2.0
2024-12-12,22.32,buy,2.0
