time,price,signal,label
1992-03-20,15.43,buy,2.0
1994-06-22,19.26,sell,4.0
1995-11-09,21.18,buy,1.0
1995-11-13,21.18,buy,1.0
1997-09-16,28.94,sell,4.0
2000-03-10,14.62,buy,1.0
2000-03-13,14.31,buy,1.0
2000-03-14,14.12,buy,1.0
2000-03-15,15.25,buy,1.0
2001-06-22,12.18,sell,4.0
2003-08-19,10.95,buy,2.0
2003-11-26,13.25,sell,3.0
2007-10-11,35.99,sell,4.0
2007-12-14,39.67,sell,3.0
2008-11-07,27.28,buy,2.0
2011-01-27,50.46,sell,3.0
2011-03-08,27.55,buy,2.0
2013-03-27,40.15,sell,4.0
2015-12-24,79.82,sell,3.0
2016-06-08,34.54,buy,2.0
2016-10-26,38.06,sell,3.0
2017-09-14,30.91,buy,2.0
2018-11-26,45.71,sell,3.0
2019-12-16,44.87,sell,4.0
2022-01-14,49.08,sell,3.0
2022-06-22,45.72,buy,1.0
2023-11-01,32.44,buy,2.0
2024-04-05,34.7,sell,4.0
