time,price,signal,label
2011-04-21,28.31,buy,2.0
2011-04-25,28.33,sell,4.0
2011-04-27,29.09,buy,2.0
2011-05-05,29.2,sell,4.0
2011-05-11,29.67,buy,2.0
2011-05-12,29.71,sell,4.0
2011-05-26,29.88,buy,2.0
2011-06-03,29.05,sell,4.0
2011-06-15,28.78,buy,2.0
2011-06-28,29.37,sell,4.0
2011-06-29,29.83,buy,2.0
2011-07-01,30.1,sell,4.0
2011-07-05,29.91,buy,2.0
2011-07-12,29.56,sell,4.0
2011-07-22,29.48,buy,2.0
2011-07-27,28.25,sell,4.0
2011-08-04,27.6,buy,2.0
2011-08-05,27.41,sell,4.0
2011-08-10,26.82,buy,2.0
2011-08-22,27.51,sell,4.0
2011-08-25,28.54,buy,2.0
2011-09-07,29.56,sell,4.0
2011-09-16,29.69,buy,2.0
2011-09-26,30.27,sell,4.0
2011-09-27,30.5,buy,2.0
2011-09-28,30.13,sell,4.0
2011-10-11,30.08,buy,2.0
2011-10-26,29.67,sell,4.0
2011-11-04,30.58,buy,2.0
2011-11-15,31.06,sell,4.0
2011-11-30,31.07,buy,2.0
2011-12-09,31.08,sell,4.0
2011-12-19,30.96,buy,2.0
2012-01-03,31.49,sell,4.0
2012-01-13,31.93,buy,1.0
2012-02-03,33.91,sell,3.0
2012-02-06,33.87,buy,2.0
2012-02-10,33.99,sell,4.0
2012-02-24,33.92,buy,2.0
2012-02-29,34.28,sell,4.0
2012-03-01,34.19,buy,2.0
2012-03-07,33.93,sell,4.0
2012-03-12,34.1,buy,2.0
2012-03-19,33.39,sell,4.0
2012-03-27,34.04,buy,2.0
2012-04-09,33.5,sell,4.0
2012-04-19,33.32,buy,2.0
2012-05-04,34.11,sell,4.0
2012-05-14,33.86,buy,2.0
2012-05-15,33.79,sell,4.0
2012-05-23,33.5,buy,2.0
2012-06-05,34.2,sell,4.0
2012-06-07,34.32,buy,2.0
2012-06-08,34.32,sell,4.0
2012-06-27,33.78,buy,1.0
2012-07-13,35.5,sell,3.0
2012-07-16,35.45,buy,2.0
2012-07-26,35.92,sell,4.0
2012-08-15,38.35,buy,2.0
2012-08-21,37.24,sell,4.0
2012-09-05,36.93,buy,2.0
2012-09-14,35.86,sell,4.0
2012-09-21,36.81,buy,2.0
2012-10-02,36.82,sell,4.0
2012-10-05,37.24,buy,2.0
2012-10-10,36.79,sell,4.0
2012-10-18,37.27,buy,2.0
2012-10-24,36.73,sell,4.0
2012-11-07,36.55,buy,2.0
2012-11-09,36.55,sell,4.0
2012-11-14,36.51,buy,2.0
2012-11-15,36.63,sell,4.0
2012-11-16,37.03,buy,2.0
2012-12-05,37.92,sell,4.0
2013-01-02,38.0,buy,2.0
2013-01-10,37.61,sell,4.0
2013-01-11,38.35,buy,2.0
2013-01-16,37.68,sell,4.0
2013-01-23,38.34,buy,2.0
2013-01-28,37.79,sell,4.0
2013-01-30,38.46,buy,2.0
2013-02-05,38.05,sell,4.0
2013-02-07,38.99,buy,2.0
2013-02-22,39.82,sell,4.0
2013-02-25,39.24,buy,2.0
2013-02-26,39.43,sell,4.0
2013-03-05,40.24,buy,2.0
2013-03-08,40.11,sell,4.0
2013-03-12,40.13,buy,2.0
2013-03-13,40.14,sell,4.0
2013-03-19,40.41,buy,2.0
2013-04-04,41.4,sell,4.0
2013-04-08,41.84,buy,2.0
2013-04-10,42.18,sell,4.0
2013-04-11,42.3,buy,2.0
2013-04-16,42.28,sell,4.0
2013-05-01,41.76,buy,2.0
2013-05-10,42.03,sell,4.0
2013-05-15,42.74,buy,2.0
2013-05-23,41.8,sell,4.0
2013-06-07,39.87,buy,2.0
2013-06-21,39.45,sell,4.0
2013-06-28,41.23,buy,2.0
2013-07-03,40.46,sell,4.0
2013-07-05,40.29,buy,1.0
2013-07-19,42.6,sell,3.0
2013-07-22,43.11,buy,2.0
2013-07-25,42.98,sell,4.0
2013-08-12,42.77,buy,2.0
2013-08-15,41.15,sell,4.0
2013-08-23,41.88,buy,2.0
2013-09-03,40.29,sell,4.0
2013-09-18,40.82,buy,2.0
2013-10-04,40.58,sell,4.0
2013-10-11,41.39,buy,2.0
2013-10-16,40.85,sell,4.0
2013-10-17,41.79,buy,2.0
2013-10-25,42.56,sell,4.0
2013-10-28,42.52,buy,2.0
2013-11-04,43.01,sell,4.0
2013-11-05,43.26,buy,2.0
2013-11-06,43.49,sell,4.0
2013-11-19,42.59,buy,2.0
2013-11-20,42.06,sell,4.0
2013-11-26,41.98,buy,2.0
2013-11-27,42.25,sell,4.0
2013-11-29,42.35,buy,2.0
2013-12-03,41.67,sell,4.0
2013-12-05,41.05,buy,2.0
2013-12-06,41.26,sell,4.0
2013-12-16,40.96,buy,2.0
2014-01-03,41.46,sell,4.0
2014-01-13,41.59,buy,2.0
2014-01-14,41.51,sell,4.0
2014-01-22,42.11,buy,2.0
2014-02-05,41.16,sell,4.0
2014-02-11,42.71,buy,2.0
2014-02-25,43.95,sell,4.0
2014-03-14,45.56,buy,2.0
2014-03-21,45.06,sell,4.0
2014-04-01,45.16,buy,2.0
2014-04-09,45.67,sell,4.0
2014-04-17,45.67,buy,2.0
2014-04-30,45.53,sell,4.0
2014-05-06,46.18,buy,2.0
2014-05-12,46.31,sell,4.0
2014-05-15,47.38,buy,2.0
2014-05-20,46.82,sell,4.0
2014-05-23,47.61,buy,2.0
2014-06-05,48.12,sell,4.0
2014-06-16,48.1,buy,2.0
2014-07-03,48.06,sell,4.0
2014-07-21,48.71,buy,2.0
2014-07-28,49.05,sell,4.0
2014-07-29,48.63,buy,2.0
2014-07-30,48.33,sell,4.0
2014-08-11,47.72,buy,2.0
2014-08-26,49.63,sell,4.0
2014-08-28,50.2,buy,2.0
2014-09-03,50.29,sell,4.0
2014-09-08,50.1,buy,2.0
2014-09-09,49.59,sell,4.0
2014-09-29,48.29,buy,2.0
2014-10-03,48.19,sell,4.0
2014-10-06,47.92,buy,2.0
2014-10-17,49.6,sell,4.0
2014-10-20,50.74,buy,2.0
2014-11-05,52.87,sell,4.0
2014-11-20,52.16,buy,2.0
2014-12-02,52.6,sell,4.0
2014-12-10,52.49,buy,2.0
2014-12-11,52.6,sell,4.0
2014-12-19,52.36,buy,2.0
2015-01-02,53.94,sell,4.0
2015-01-14,55.21,buy,2.0
2015-01-29,57.36,sell,4.0
2015-01-30,56.14,buy,2.0
2015-02-02,56.71,sell,4.0
2015-02-19,53.8,buy,2.0
2015-03-03,53.61,sell,4.0
2015-03-13,52.26,buy,2.0
2015-03-16,52.84,sell,4.0
2015-03-17,53.15,buy,2.0
2015-03-27,54.1,sell,4.0
2015-04-06,55.18,buy,2.0
2015-04-09,53.87,sell,4.0
2015-04-21,53.88,buy,2.0
2015-05-01,54.3,sell,4.0
2015-05-18,53.86,buy,2.0
2015-05-27,53.21,sell,4.0
2015-06-18,50.45,buy,2.0
2015-06-26,49.7,sell,4.0
2015-07-06,50.21,buy,2.0
2015-07-21,50.76,sell,4.0
2015-07-28,51.48,buy,2.0
2015-08-05,51.6,sell,4.0
2015-08-10,52.26,buy,2.0
2015-08-21,54.02,sell,4.0
2015-09-04,51.11,buy,2.0
2015-09-08,51.69,sell,4.0
2015-09-14,52.24,buy,2.0
2015-09-29,54.19,sell,4.0
2015-10-02,55.63,buy,2.0
2015-10-08,56.84,sell,4.0
2015-10-09,56.87,buy,2.0
2015-10-15,58.21,sell,4.0
2015-10-16,58.38,buy,2.0
2015-10-22,58.46,sell,4.0
2015-11-05,58.19,buy,2.0
2015-11-09,55.79,sell,4.0
2015-11-17,56.05,buy,2.0
2015-11-18,57.06,sell,4.0
2015-11-19,57.27,buy,2.0
2015-12-03,57.41,sell,4.0
2015-12-08,58.45,buy,2.0
2015-12-10,56.77,sell,4.0
2015-12-17,59.29,buy,2.0
2016-01-04,60.32,sell,4.0
2016-01-14,60.88,buy,2.0
2016-01-22,62.44,sell,4.0
