time,price,signal,label
1981-01-30,24.25,buy,2.0
1981-02-05,23.87,sell,4.0
1981-02-13,23.25,buy,2.0
1981-02-18,23.25,sell,4.0
1981-02-19,23.25,buy,1.0
1981-03-18,25.0,sell,3.0
1981-03-26,25.5,buy,2.0
1981-03-31,24.62,sell,4.0
1981-04-10,25.0,buy,2.0
1981-04-29,25.0,sell,4.0
1981-05-12,25.0,buy,2.0
1981-05-21,25.25,sell,4.0
1981-06-02,25.37,buy,2.0
1981-06-03,25.25,sell,4.0
1981-06-09,26.37,buy,2.0
1981-06-19,26.75,sell,4.0
1981-07-09,25.0,buy,2.0
1981-07-23,26.0,sell,4.0
1981-07-28,26.75,buy,2.0
1981-08-06,27.37,sell,4.0
1981-08-12,27.75,buy,2.0
1981-08-13,27.5,sell,4.0
1981-08-27,27.25,buy,2.0
1981-09-03,26.62,sell,4.0
1981-09-14,26.75,buy,2.0
1981-09-29,26.62,sell,4.0
1981-10-09,27.12,buy,2.0
1981-10-20,27.5,sell,4.0
1981-10-21,27.62,buy,1.0
1981-11-12,30.0,sell,3.0
1981-11-18,30.25,buy,2.0
1981-11-20,30.0,sell,4.0
1981-12-11,29.12,buy,2.0
1981-12-18,29.25,sell,4.0
1981-12-21,29.5,buy,2.0
1981-12-30,28.75,sell,4.0
1982-01-12,28.75,buy,2.0
1982-01-18,28.62,sell,4.0
1982-01-21,28.62,buy,2.0
1982-01-25,28.5,sell,4.0
1982-01-26,28.5,buy,2.0
1982-02-09,29.0,sell,4.0
1982-02-23,30.0,buy,2.0
1982-03-08,31.5,sell,4.0
1982-03-09,32.0,buy,2.0
1982-03-11,31.37,sell,4.0
1982-03-24,31.87,buy,2.0
1982-03-31,31.25,sell,4.0
1982-04-12,31.87,buy,2.0
1982-04-19,31.75,sell,4.0
1982-04-21,32.0,buy,2.0
1982-05-06,33.13,sell,4.0
1982-05-10,33.25,buy,2.0
1982-05-11,33.25,sell,4.0
1982-06-01,31.25,buy,2.0
1982-06-18,31.62,sell,4.0
1982-07-02,30.25,buy,2.0
1982-07-08,30.0,sell,4.0
1982-07-12,31.25,buy,2.0
1982-07-23,31.62,sell,4.0
1982-08-05,30.87,buy,1.0
1982-08-24,34.25,sell,3.0
1982-09-07,35.13,buy,2.0
1982-09-10,33.75,sell,4.0
1982-09-20,34.5,buy,2.0
1982-09-28,34.5,sell,4.0
1982-10-07,35.25,buy,2.0
1982-10-15,33.88,sell,4.0
1982-10-27,33.75,buy,2.0
1982-11-11,34.0,sell,4.0
1982-11-19,33.5,buy,2.0
1982-12-01,32.63,sell,4.0
1982-12-03,33.5,buy,2.0
1982-12-16,35.0,sell,4.0
1982-12-20,35.13,buy,2.0
1982-12-21,35.88,sell,4.0
1982-12-22,36.13,buy,2.0
1982-12-27,35.88,sell,4.0
1982-12-30,35.38,buy,2.0
1982-12-31,35.13,sell,4.0
1983-01-10,35.13,buy,2.0
1983-01-11,35.5,sell,4.0
1983-01-12,35.25,buy,2.0
1983-01-14,35.13,sell,4.0
1983-01-20,35.63,buy,2.0
1983-01-25,35.5,sell,4.0
1983-01-26,35.88,buy,2.0
1983-02-10,36.25,sell,4.0
1983-02-25,36.38,buy,1.0
1983-03-14,38.5,sell,3.0
1983-03-24,38.75,buy,2.0
1983-03-28,38.13,sell,4.0
1983-04-11,37.13,buy,2.0
1983-04-15,36.63,sell,4.0
1983-04-19,36.63,buy,2.0
1983-05-04,37.5,sell,4.0
1983-05-05,37.38,buy,2.0
1983-05-11,37.25,sell,4.0
1983-05-16,37.25,buy,2.0
1983-05-17,37.63,sell,4.0
1983-05-18,37.5,buy,2.0
1983-05-20,37.25,sell,4.0
1983-06-03,37.25,buy,2.0
1983-06-13,37.0,sell,4.0
1983-06-14,36.88,buy,2.0
1983-06-17,36.25,sell,4.0
1983-06-30,35.5,buy,2.0
1983-07-26,36.38,sell,4.0
1983-08-04,36.38,buy,2.0
1983-08-08,36.25,sell,4.0
1983-08-11,36.5,buy,2.0
1983-08-24,37.63,sell,4.0
1983-08-25,37.75,buy,2.0
1983-08-30,37.5,sell,4.0
1983-09-07,38.25,buy,2.0
1983-09-14,38.38,sell,4.0
1983-09-19,38.88,buy,2.0
1983-09-26,39.0,sell,4.0
1983-09-27,39.0,buy,2.0
1983-09-29,37.88,sell,4.0
1983-10-05,40.0,buy,2.0
1983-10-12,38.63,sell,4.0
1983-10-21,39.5,buy,2.0
1983-11-07,41.13,sell,4.0
1983-11-17,41.0,buy,2.0
1983-11-30,41.5,sell,4.0
1983-12-20,40.75,buy,2.0
1983-12-30,39.75,sell,4.0
1984-01-09,39.63,buy,2.0
1984-01-10,39.5,sell,4.0
1984-01-12,39.5,buy,2.0
1984-01-13,39.63,sell,4.0
1984-01-16,38.38,buy,2.0
1984-01-17,38.75,sell,4.0
1984-01-23,39.25,buy,2.0
1984-02-10,38.5,sell,4.0
1984-02-27,36.0,buy,2.0
1984-03-09,36.25,sell,4.0
1984-03-21,37.0,buy,2.0
1984-03-22,36.75,sell,4.0
1984-04-04,35.63,buy,2.0
1984-04-25,37.25,sell,4.0
1984-04-27,37.63,buy,2.0
1984-05-07,38.13,sell,4.0
1984-05-11,38.5,buy,2.0
1984-05-14,38.63,sell,4.0
1984-06-04,36.88,buy,2.0
1984-06-26,37.88,sell,4.0
1984-07-11,37.25,buy,2.0
1984-07-23,38.0,sell,4.0
1984-07-27,39.0,buy,2.0
1984-08-01,39.13,sell,4.0
1984-08-02,39.75,buy,2.0
1984-08-08,39.75,sell,4.0
1984-08-10,40.63,buy,2.0
1984-08-14,20.5,sell,4.0
1984-08-24,21.0,buy,2.0
1984-08-31,20.25,sell,4.0
1984-09-07,20.5,buy,2.0
1984-09-11,20.5,sell,4.0
1984-09-12,20.75,buy,2.0
1984-09-25,21.5,sell,4.0
1984-09-27,22.5,buy,2.0
1984-10-02,21.25,sell,4.0
1984-10-15,21.62,buy,1.0
1984-10-24,22.75,sell,3.0
1984-11-05,23.12,buy,2.0
1984-11-13,22.5,sell,4.0
1984-11-26,22.62,buy,2.0
1984-12-03,21.87,sell,4.0
1984-12-10,22.12,buy,1.0
1984-12-24,23.75,sell,3.0
1984-12-26,23.75,buy,2.0
1984-12-31,22.75,sell,4.0
1985-01-11,23.0,buy,2.0
1985-01-17,22.62,sell,4.0
1985-01-30,22.62,buy,2.0
1985-02-06,22.75,sell,4.0
1985-02-07,22.87,buy,2.0
1985-02-12,22.5,sell,4.0
1985-02-25,22.25,buy,2.0
1985-02-26,22.5,sell,4.0
1985-02-27,22.5,buy,2.0
1985-03-05,22.25,sell,4.0
1985-03-11,22.5,buy,1.0
1985-03-29,24.0,sell,3.0
1985-04-12,24.25,buy,2.0
1985-04-26,25.0,sell,4.0
1985-05-10,25.25,buy,2.0
1985-05-22,26.12,sell,4.0
1985-06-04,27.0,buy,2.0
1985-06-13,27.12,sell,4.0
1985-06-17,27.62,buy,2.0
1985-06-19,27.37,sell,4.0
1985-06-21,27.5,buy,2.0
1985-06-24,27.37,sell,4.0
1985-07-10,27.0,buy,2.0
1985-07-19,26.75,sell,4.0
1985-08-02,24.5,buy,2.0
1985-08-27,25.5,sell,4.0
1985-08-28,25.62,buy,2.0
1985-09-03,25.5,sell,4.0
1985-09-18,24.25,buy,2.0
1985-09-30,23.25,sell,4.0
1985-10-07,23.75,buy,2.0
1985-10-28,24.62,sell,4.0
1985-10-31,24.87,buy,2.0
1985-11-01,25.12,sell,4.0
1985-11-04,25.0,buy,2.0
1985-11-05,25.25,sell,4.0
1985-11-06,25.0,buy,2.0
1985-11-07,25.25,sell,4.0
1985-11-08,24.75,buy,2.0
1985-11-11,25.0,sell,4.0
1985-11-25,24.87,buy,1.0
1985-12-19,27.5,sell,3.0
1986-01-15,25.62,buy,1.0
1986-02-07,27.62,sell,3.0
1986-02-11,28.12,buy,2.0
1986-02-12,28.0,sell,4.0
1986-02-24,29.25,buy,2.0
1986-02-26,29.12,sell,4.0
1986-03-05,29.0,buy,2.0
1986-03-06,29.12,sell,4.0
1986-03-10,29.62,buy,2.0
1986-03-14,30.75,sell,4.0
1986-03-17,30.37,buy,2.0
1986-03-19,29.87,sell,4.0
1986-03-26,31.37,buy,2.0
1986-04-02,30.62,sell,4.0
1986-04-11,30.75,buy,2.0
1986-04-23,30.25,sell,4.0
1986-05-06,30.12,buy,2.0
1986-05-14,29.5,sell,4.0
1986-05-23,29.37,buy,2.0
1986-06-03,29.75,sell,4.0
1986-06-12,30.0,buy,2.0
1986-06-30,31.37,sell,4.0
1986-07-11,32.38,buy,2.0
1986-07-18,32.63,sell,4.0
1986-07-22,34.0,buy,2.0
1986-07-29,34.63,sell,4.0
1986-08-12,35.75,buy,1.0
1986-08-26,37.88,sell,3.0
1986-09-18,33.5,buy,2.0
1986-09-30,32.5,sell,4.0
1986-10-08,33.0,buy,2.0
1986-10-21,32.63,sell,4.0
1986-10-27,34.0,buy,2.0
1986-11-11,35.13,sell,4.0
1986-11-24,35.25,buy,2.0
1986-12-08,35.63,sell,4.0
1987-01-05,35.0,buy,2.0
1987-01-19,35.25,sell,4.0
1987-01-21,35.88,buy,2.0
1987-01-26,35.63,sell,4.0
1987-01-30,36.5,buy,2.0
1987-02-09,36.0,sell,4.0
1987-02-25,34.38,buy,2.0
1987-02-26,34.13,sell,4.0
1987-03-04,34.75,buy,2.0
1987-03-11,33.5,sell,4.0
1987-03-18,33.13,buy,2.0
1987-03-19,33.75,sell,4.0
1987-03-20,34.38,buy,2.0
1987-03-30,32.0,sell,4.0
1987-04-16,30.62,buy,2.0
1987-05-08,30.75,sell,4.0
1987-05-26,30.62,buy,2.0
1987-06-11,31.25,sell,4.0
1987-06-15,31.5,buy,2.0
1987-06-16,31.75,sell,4.0
1987-06-19,32.25,buy,2.0
1987-06-25,32.5,sell,4.0
1987-06-26,31.37,buy,2.0
1987-06-29,31.0,sell,4.0
1987-07-10,31.37,buy,2.0
1987-07-21,30.25,sell,4.0
1987-07-28,30.62,buy,1.0
1987-08-13,32.75,sell,3.0
1987-08-17,32.88,buy,2.0
1987-08-19,32.5,sell,4.0
1987-08-21,33.0,buy,2.0
1987-08-24,33.13,sell,4.0
1987-08-25,33.0,buy,2.0
1987-08-26,32.75,sell,4.0
1987-09-11,32.0,buy,2.0
1987-09-28,32.38,sell,4.0
1987-09-29,31.5,buy,2.0
1987-09-30,31.37,sell,4.0
1987-10-08,32.0,buy,2.0
1987-10-20,29.87,sell,4.0
1987-10-28,31.5,buy,2.0
1987-11-10,32.38,sell,4.0
1987-11-25,30.87,buy,2.0
1987-11-27,31.5,sell,4.0
1987-11-30,31.37,buy,2.0
1987-12-04,30.12,sell,4.0
1987-12-10,29.75,buy,2.0
1987-12-11,30.25,sell,4.0
1987-12-15,30.87,buy,2.0
1987-12-21,30.62,sell,4.0
1987-12-22,30.62,buy,2.0
1987-12-30,30.5,sell,4.0
1988-01-05,31.37,buy,2.0
1988-01-11,30.5,sell,4.0
1988-01-18,31.25,buy,1.0
1988-02-02,33.25,sell,3.0
1988-02-11,33.25,buy,2.0
1988-02-12,33.38,sell,4.0
1988-02-16,33.38,buy,2.0
1988-02-18,32.63,sell,4.0
1988-03-01,33.0,buy,2.0
1988-03-07,31.62,sell,4.0
1988-03-16,31.75,buy,2.0
1988-03-25,31.0,sell,4.0
1988-04-07,31.37,buy,2.0
1988-04-15,30.5,sell,4.0
1988-04-26,31.12,buy,2.0
1988-05-09,31.0,sell,4.0
1988-05-24,31.12,buy,1.0
1988-06-08,33.5,sell,3.0
1988-06-14,34.0,buy,2.0
1988-06-17,33.75,sell,4.0
1988-06-22,34.38,buy,2.0
1988-06-23,34.38,sell,4.0
1988-07-13,32.25,buy,2.0
1988-07-19,31.75,sell,4.0
1988-07-22,31.25,buy,2.0
1988-07-25,31.37,sell,4.0
1988-07-29,31.75,buy,2.0
1988-08-11,32.13,sell,4.0
1988-08-23,31.75,buy,2.0
1988-09-09,32.5,sell,4.0
1988-09-20,32.75,buy,2.0
1988-09-30,32.75,sell,4.0
1988-10-10,33.63,buy,2.0
1988-10-14,32.88,sell,4.0
1988-10-19,32.88,buy,2.0
1988-10-20,33.5,sell,4.0
1988-10-21,33.63,buy,2.0
1988-11-07,33.13,sell,4.0
1988-11-18,32.38,buy,2.0
1988-11-21,32.5,sell,4.0
1988-11-22,32.63,buy,2.0
1988-12-05,31.87,sell,4.0
1988-12-15,32.25,buy,2.0
1988-12-27,32.13,sell,4.0
1989-01-06,32.63,buy,2.0
1989-01-16,32.13,sell,4.0
1989-01-20,32.38,buy,2.0
1989-01-23,32.5,sell,4.0
1989-01-24,32.88,buy,2.0
1989-02-02,33.0,sell,4.0
1989-02-17,32.38,buy,2.0
1989-02-22,31.87,sell,4.0
1989-02-24,31.75,buy,2.0
1989-02-27,32.0,sell,4.0
1989-03-01,31.62,buy,2.0
1989-03-02,31.87,sell,4.0
1989-03-07,32.13,buy,2.0
1989-03-14,32.0,sell,4.0
1989-03-27,31.87,buy,2.0
1989-03-31,31.87,sell,4.0
1989-04-03,31.75,buy,2.0
1989-04-07,31.62,sell,4.0
1989-04-12,31.62,buy,2.0
1989-04-14,31.62,sell,4.0
1989-04-18,32.0,buy,2.0
1989-05-03,33.25,sell,4.0
1989-05-16,33.75,buy,2.0
1989-05-26,34.88,sell,4.0
1989-05-30,34.5,buy,2.0
1989-05-31,34.5,sell,4.0
1989-06-07,35.75,buy,2.0
1989-06-19,35.63,sell,4.0
1989-06-27,36.13,buy,2.0
1989-06-29,35.0,sell,4.0
1989-07-10,35.75,buy,2.0
1989-07-21,36.5,sell,4.0
1989-07-27,37.63,buy,2.0
1989-08-07,37.63,sell,4.0
1989-08-24,36.5,buy,2.0
1989-09-01,36.5,sell,4.0
1989-09-05,36.25,buy,2.0
1989-09-07,35.88,sell,4.0
1989-09-18,36.38,buy,2.0
1989-09-29,35.75,sell,4.0
1989-10-17,35.25,buy,1.0
1989-11-10,37.75,sell,3.0
1989-11-17,38.13,buy,2.0
1989-11-20,37.38,sell,4.0
1989-11-30,38.25,buy,2.0
1989-12-08,39.0,sell,4.0
1989-12-11,39.13,buy,2.0
1989-12-21,40.38,sell,4.0
1989-12-26,40.63,buy,2.0
1989-12-28,40.5,sell,4.0
1990-01-19,37.38,buy,2.0
1990-01-23,37.5,sell,4.0
1990-01-24,36.88,buy,2.0
1990-01-26,37.0,sell,4.0
1990-01-29,36.88,buy,2.0
1990-01-30,37.0,sell,4.0
1990-01-31,37.75,buy,2.0
1990-02-14,38.88,sell,4.0
1990-02-28,38.13,buy,2.0
1990-03-12,38.5,sell,4.0
1990-03-26,37.88,buy,2.0
1990-04-02,37.38,sell,4.0
1990-04-16,37.63,buy,2.0
1990-04-19,36.88,sell,4.0
1990-05-02,36.63,buy,1.0
1990-05-16,38.75,sell,3.0
1990-05-31,38.13,buy,2.0
1990-06-11,38.88,sell,4.0
1990-06-13,39.0,buy,2.0
1990-06-15,38.5,sell,4.0
1990-06-26,38.25,buy,2.0
1990-06-29,37.5,sell,4.0
1990-07-13,37.75,buy,2.0
1990-07-23,36.75,sell,4.0
1990-07-27,37.0,buy,2.0
1990-08-07,37.25,sell,4.0
1990-08-28,35.0,buy,2.0
1990-09-12,35.63,sell,4.0
1990-09-13,35.38,buy,2.0
1990-09-14,35.5,sell,4.0
1990-09-24,35.25,buy,1.0
1990-10-10,37.25,sell,3.0
1990-10-16,38.25,buy,2.0
1990-10-19,38.63,sell,4.0
1990-10-22,38.75,buy,2.0
1990-10-24,38.75,sell,4.0
1990-11-05,39.38,buy,2.0
1990-11-08,38.88,sell,4.0
1990-11-12,39.88,buy,2.0
1990-11-14,38.13,sell,4.0
1990-11-27,38.25,buy,2.0
1990-12-11,39.13,sell,4.0
1990-12-13,39.25,buy,2.0
1990-12-14,39.13,sell,4.0
1990-12-19,39.5,buy,2.0
1990-12-21,39.0,sell,4.0
1990-12-28,38.13,buy,2.0
1990-12-31,37.88,sell,4.0
1991-01-11,37.13,buy,2.0
1991-01-17,37.5,sell,4.0
1991-01-18,38.0,buy,2.0
1991-01-30,37.88,sell,4.0
1991-02-11,39.0,buy,2.0
1991-02-19,38.88,sell,4.0
1991-02-20,39.0,buy,2.0
1991-02-26,38.38,sell,4.0
1991-03-13,38.75,buy,2.0
1991-04-02,38.63,sell,4.0
1991-04-12,38.63,buy,2.0
1991-04-22,38.25,sell,4.0
1991-04-26,38.88,buy,2.0
1991-05-07,38.75,sell,4.0
1991-05-10,39.5,buy,2.0
1991-05-15,38.63,sell,4.0
1991-05-29,39.25,buy,2.0
1991-06-05,38.88,sell,4.0
1991-06-13,39.5,buy,2.0
1991-06-20,39.5,sell,4.0
1991-06-21,39.5,buy,2.0
1991-06-25,39.5,sell,4.0
1991-06-26,39.38,buy,2.0
1991-06-27,39.75,sell,4.0
1991-06-28,38.88,buy,2.0
1991-07-01,39.38,sell,4.0
1991-07-03,39.75,buy,2.0
1991-07-11,39.88,sell,4.0
1991-07-12,40.0,buy,2.0
1991-07-22,40.38,sell,4.0
1991-07-23,40.25,buy,2.0
1991-07-24,40.38,sell,4.0
1991-07-26,40.88,buy,2.0
1991-08-12,42.75,sell,4.0
1991-08-23,43.25,buy,2.0
1991-08-30,43.63,sell,4.0
1991-09-03,43.5,buy,2.0
1991-09-04,43.5,sell,4.0
1991-09-17,43.5,buy,2.0
1991-10-01,44.63,sell,4.0
