time,price,signal,label
2014-08-18,33.68,buy,2.0
2015-05-11,53.23,buy,1.0
2015-09-09,59.75,buy,2.0
2015-10-15,60.45,sell,3.0
2015-10-16,60.0,buy,2.0
2016-01-06,56.97,sell,3.0
2020-10-02,17.27,buy,2.0
2022-08-30,13.44,sell,4.0
2022-09-09,14.6,buy,2.0
2024-05-02,15.95,sell,4.0
2024-06-26,18.6,buy,2.0
