time,price,signal,label
2003-02-14,12.02,buy,2.0
2003-11-20,14.73,sell,4.0
2011-01-19,27.65,buy,1.0
2011-07-25,31.95,buy,2.0
2011-07-29,30.79,sell,3.0
2012-07-02,39.29,buy,2.0
2015-03-13,50.6,buy,2.0
2016-10-21,55.86,sell,4.0
2020-07-14,59.91,buy,1.0
2023-07-18,60.56,buy,1.0
