time,price,signal,label
2016-02-09,73.08,sell,4.0
2016-09-22,87.82,buy,2.0
2020-06-12,93.21,sell,4.0
2020-11-10,114.56,buy,2.0
2022-08-23,90.22,sell,3.0
2024-03-28,87.15,buy,2.0
