time,price,signal,label
1994-11-14,23.87,sell,4.0
1999-06-23,35.88,sell,3.0
2001-10-12,33.85,sell,3.0
2003-06-16,37.0,buy,2.0
2009-07-16,24.5,buy,1.0
2011-04-26,31.74,buy,2.0
2012-11-21,39.96,buy,1.0
2014-08-05,58.85,buy,1.0
2015-08-05,62.5,sell,3.0
2016-10-06,67.77,sell,4.0
2016-10-13,69.09,buy,2.0
2020-08-20,95.36,sell,3.0
2022-09-13,122.54,buy,1.0
2022-09-14,124.0,sell,4.0
2022-09-16,129.42,buy,2.0
