time,price,signal,label
2002-10-30,34.08,sell,4.0
2007-08-27,85.12,buy,2.0
2009-06-02,72.92,buy,2.0
2013-03-20,88.63,sell,3.0
2013-03-27,90.58,buy,2.0
2014-11-26,94.48,sell,3.0
2017-06-23,81.61,sell,3.0
2017-12-01,83.46,buy,2.0
2019-11-14,68.5,sell,4.0
