time,price,signal,label
2014-02-12,30.0,sell,3.0
2014-10-06,37.66,buy,2.0
2014-10-14,35.87,sell,4.0
2014-10-16,35.07,sell,4.0
2014-11-12,42.64,buy,1.0
2016-01-13,43.25,sell,3.0
2017-02-17,52.51,sell,4.0
2017-11-03,68.69,buy,1.0
2018-08-03,91.63,buy,2.0
2020-11-05,170.9,buy,2.0
2021-03-05,145.68,sell,4.0
2022-11-04,133.67,sell,4.0
2024-04-15,149.77,sell,4.0
2024-11-07,174.25,sell,3.0
