time,price,signal,label
2015-08-25,56.95,sell,4.0
2015-10-23,63.73,buy,1.0
2016-06-27,64.96,sell,4.0
2016-09-12,67.38,sell,3.0
2016-10-28,63.59,sell,4.0
2017-02-10,71.92,buy,1.0
2017-10-27,80.29,sell,4.0
2018-02-09,78.49,sell,4.0
2018-04-27,77.83,sell,4.0
2018-05-03,74.82,sell,4.0
2019-07-26,105.26,sell,3.0
2019-08-06,99.83,sell,4.0
2019-10-25,113.33,buy,1.0
2020-06-08,115.54,buy,2.0
2020-11-10,115.15,buy,2.0
2022-11-11,113.57,buy,2.0
2023-10-19,98.56,sell,4.0
2023-10-23,96.87,sell,4.0
2023-12-11,109.78,buy,1.0
2023-12-15,117.52,buy,1.0
2024-07-17,126.92,buy,1.0
