time,price,signal,label
1984-06-08,33.12,buy,2.0
1984-06-13,33.28,buy,2.0
1985-01-30,34.84,buy,1.0
1985-02-01,35.56,buy,2.0
1985-03-28,37.8,buy,2.0
1985-06-28,41.16,buy,2.0
1985-09-25,39.09,buy,1.0
1985-10-02,41.7,buy,2.0
1985-11-27,39.27,sell,3.0
1986-02-07,42.05,buy,1.0
1986-02-27,45.04,buy,1.0
1986-03-05,46.62,buy,1.0
1986-03-10,49.69,buy,2.0
1986-06-20,55.62,buy,2.0
1986-06-23,54.78,buy,2.0
1986-07-02,57.8,buy,2.0
1986-09-12,51.78,sell,4.0
1986-11-11,28.82,sell,4.0
1987-01-28,33.74,buy,2.0
1987-05-14,37.31,buy,2.0
1987-05-15,36.88,buy,2.0
1987-08-12,40.97,buy,2.0
1987-10-19,31.16,sell,4.0
1988-08-04,35.57,buy,2.0
1990-03-19,53.05,buy,2.0
1990-06-29,67.89,buy,2.0
1990-07-12,71.62,buy,2.0
1991-10-16,50.21,buy,2.0
1992-01-17,53.82,sell,4.0
1992-09-23,53.26,sell,4.0
1993-03-04,58.49,buy,2.0
1993-07-29,49.81,sell,4.0
1993-10-15,55.36,buy,2.0
1993-10-18,53.81,buy,2.0
1995-03-15,54.36,buy,2.0
1995-05-31,45.02,sell,4.0
1995-09-27,49.7,buy,2.0
1996-02-12,52.55,buy,2.0
1997-10-31,62.32,sell,4.0
1997-11-17,70.4,buy,2.0
2000-07-18,34.88,sell,3.0
2000-09-27,35.5,buy,1.0
2000-11-01,41.12,buy,2.0
2001-01-04,20.94,sell,4.0
2001-01-05,21.41,sell,4.0
2001-09-24,22.32,sell,4.0
2002-02-07,22.45,sell,4.0
2002-04-26,21.46,sell,4.0
2002-04-29,21.51,sell,4.0
2002-07-19,19.5,sell,4.0
2003-10-10,22.62,sell,3.0
2003-10-15,22.4,sell,4.0
2004-02-05,22.44,sell,4.0
2004-03-02,23.52,buy,2.0
2004-05-14,22.93,sell,4.0
2004-06-07,23.68,buy,2.0
2004-12-15,24.21,buy,1.0
2008-09-18,69.66,buy,2.0
2009-03-19,47.29,sell,4.0
2009-09-24,63.45,buy,1.0
2009-12-23,70.86,buy,2.0
2010-06-10,37.92,sell,3.0
2010-09-27,36.74,buy,2.0
2010-11-18,35.31,sell,4.0
2011-01-21,36.48,buy,2.0
2011-08-05,36.48,sell,4.0
2011-09-22,39.5,buy,2.0
2011-09-23,38.87,buy,2.0
2012-02-21,38.23,sell,4.0
2013-02-15,44.59,buy,1.0
2013-03-21,47.86,buy,1.0
2013-08-16,49.38,sell,3.0
2014-06-26,52.03,sell,4.0
2014-09-18,51.22,sell,3.0
2015-08-25,54.81,sell,4.0
2016-06-30,71.32,buy,2.0
2016-07-01,71.94,buy,2.0
2016-09-08,67.47,sell,3.0
2016-09-12,66.28,sell,3.0
2017-02-21,61.02,sell,3.0
2017-06-15,58.83,buy,2.0
2017-09-21,51.69,sell,4.0
2017-11-15,52.53,buy,1.0
2018-03-22,44.45,sell,3.0
2018-06-12,44.52,buy,2.0
2018-08-06,47.1,buy,2.0
2018-09-19,44.27,sell,4.0
2018-11-05,42.97,sell,3.0
2019-12-12,51.66,sell,4.0
2020-02-28,49.0,sell,4.0
2020-03-02,51.41,sell,4.0
2020-09-09,59.98,sell,4.0
2020-11-10,58.92,sell,3.0
2021-12-01,61.43,sell,4.0
2022-03-09,64.11,sell,4.0
2022-06-30,75.45,buy,2.0
2022-09-22,80.78,buy,2.0
2023-02-22,80.28,buy,2.0
2023-03-24,84.8,buy,1.0
2023-08-09,72.16,sell,3.0
2024-06-27,63.71,sell,4.0
2024-07-01,63.3,sell,4.0
2024-11-12,64.26,sell,3.0
2024-12-23,63.55,sell,3.0
