time,price,signal,label
1984-06-13,23.09,sell,3.0
1984-06-18,22.6,sell,3.0
1984-07-26,18.44,sell,4.0
1984-10-18,21.62,sell,3.0
1985-02-07,22.76,buy,2.0
1985-10-29,24.99,buy,2.0
1986-03-07,16.2,sell,4.0
1986-05-05,18.41,buy,2.0
1986-07-23,14.83,sell,4.0
1986-09-05,18.73,buy,2.0
1986-10-08,21.67,buy,2.0
1986-11-20,18.83,sell,4.0
1987-04-15,27.14,sell,4.0
1987-06-30,32.43,buy,2.0
1987-07-08,33.59,buy,2.0
1987-10-08,27.27,sell,3.0
1987-10-20,20.69,sell,3.0
1988-09-19,24.32,buy,2.0
1988-09-21,23.78,buy,2.0
1988-11-28,25.95,buy,2.0
1989-03-06,31.43,buy,1.0
1989-07-11,36.75,buy,2.0
1989-12-13,43.09,buy,2.0
1989-12-14,43.54,buy,2.0
1989-12-22,44.09,buy,2.0
1990-08-03,46.38,buy,2.0
1991-01-10,40.38,sell,4.0
1991-02-07,42.39,buy,2.0
1991-04-25,48.04,buy,2.0
1991-11-27,43.1,sell,3.0
1992-02-19,35.64,sell,3.0
1992-04-07,36.8,buy,2.0
1992-05-27,42.38,buy,2.0
1993-06-14,46.63,sell,3.0
1994-01-06,45.4,buy,2.0
1994-03-18,45.78,buy,2.0
1995-01-26,43.63,buy,2.0
1995-05-02,49.32,buy,2.0
1995-09-05,46.27,buy,2.0
1995-09-15,47.72,buy,2.0
1997-05-13,50.22,buy,1.0
1998-01-12,49.04,sell,4.0
1998-06-12,50.35,sell,4.0
1998-08-03,48.7,sell,4.0
1998-10-09,53.88,sell,4.0
1999-05-05,60.75,buy,2.0
2000-03-08,56.35,buy,1.0
2000-08-24,68.31,buy,2.0
2000-09-26,65.75,sell,3.0
2000-12-22,69.06,buy,1.0
2001-09-20,22.24,sell,3.0
2001-09-26,19.81,sell,3.0
2002-07-12,25.08,sell,3.0
2002-07-22,21.64,sell,4.0
2002-07-23,21.57,sell,4.0
2002-10-25,17.36,sell,4.0
2003-01-31,15.72,sell,3.0
2003-12-19,17.73,buy,2.0
2004-04-29,23.44,buy,1.0
2004-05-04,24.61,buy,2.0
2004-09-29,29.37,buy,2.0
2004-10-28,26.42,sell,4.0
2009-09-17,52.81,buy,1.0
2010-05-06,58.21,sell,3.0
2012-04-26,51.75,sell,3.0
2012-09-10,53.13,buy,1.0
2013-01-29,68.11,buy,2.0
2013-01-30,67.88,buy,2.0
2014-07-31,98.98,buy,2.0
2014-10-02,91.32,sell,3.0
2016-12-01,56.11,buy,1.0
2018-02-06,45.96,sell,4.0
2018-06-28,65.56,buy,2.0
2018-07-02,64.89,buy,2.0
2019-05-24,59.47,sell,4.0
2019-09-17,67.8,buy,2.0
2020-01-29,57.82,sell,3.0
2020-03-09,32.98,sell,3.0
2020-11-10,44.79,buy,1.0
2020-11-17,47.31,buy,1.0
2021-11-29,76.07,sell,4.0
2022-06-21,107.74,sell,3.0
2022-09-26,100.74,sell,4.0
2024-08-02,137.31,sell,3.0
