time,open,high,low,close,volume
2023-01-06 10:00:00,28.7500000000,33.1200000000,28.7500000000,30.1200000000,7951185
2023-01-06 10:30:00,30.1100000000,34.9700000000,29.9800000000,33.0100000000,4775560
2023-01-06 11:00:00,33.0100000000,34.2800000000,33.0000000000,33.7900000000,1982625
2023-01-06 11:30:00,33.7900000000,34.4800000000,32.9700000000,33.1500000000,973400
2023-01-06 13:30:00,33.2000000000,33.8000000000,32.8000000000,33.0000000000,1446770
2023-01-06 14:00:00,33.0000000000,33.3900000000,32.0600000000,32.2000000000,1032997
2023-01-06 14:30:00,32.1900000000,32.2100000000,30.1100000000,30.8800000000,2070729
2023-01-06 15:00:00,30.9800000000,32.3000000000,30.1800000000,32.0500000000,2024642
2023-01-09 10:00:00,34.0000000000,38.3000000000,34.0000000000,37.1300000000,7926565
2023-01-09 10:30:00,37.1300000000,37.4300000000,36.3500000000,37.3300000000,1422730
2023-01-09 11:00:00,37.3300000000,38.1700000000,36.7300000000,37.1000000000,1335862
2023-01-09 11:30:00,37.1100000000,38.1000000000,36.8800000000,37.4500000000,925598
2023-01-09 13:30:00,37.5000000000,38.8300000000,37.5000000000,37.9800000000,878186
2023-01-09 14:00:00,37.9800000000,38.0500000000,37.0000000000,37.1300000000,735933
2023-01-09 14:30:00,37.1000000000,38.4500000000,37.0100000000,38.0000000000,634689
2023-01-09 15:00:00,38.0000000000,38.8200000000,38.0000000000,38.4000000000,808816
2023-01-10 10:00:00,37.3300000000,38.9200000000,37.0100000000,38.6000000000,2191193
2023-01-10 10:30:00,38.6000000000,40.8000000000,38.4000000000,40.0700000000,1404001
2023-01-10 11:00:00,40.0600000000,40.3500000000,39.4100000000,40.2000000000,436814
2023-01-10 11:30:00,40.2000000000,42.3000000000,40.1900000000,42.0000000000,897449
2023-01-10 13:30:00,42.2000000000,43.3600000000,41.5800000000,42.0000000000,941639
2023-01-10 14:00:00,42.0000000000,42.6000000000,41.5200000000,42.4800000000,392091
2023-01-10 14:30:00,42.4800000000,42.9200000000,42.0400000000,42.7700000000,358770
2023-01-10 15:00:00,42.7600000000,43.6000000000,41.7000000000,43.0000000000,712256
2023-01-11 10:00:00,41.7100000000,41.9800000000,39.4000000000,40.8200000000,2882969
2023-01-11 10:30:00,40.8400000000,41.4800000000,40.6500000000,41.2500000000,534443
2023-01-11 11:00:00,41.1300000000,41.1400000000,39.6000000000,39.7000000000,396505
2023-01-11 11:30:00,39.7000000000,40.0000000000,39.5500000000,39.5600000000,319335
2023-01-11 13:30:00,39.5600000000,40.6000000000,39.5000000000,40.6000000000,887618
2023-01-11 14:00:00,40.6000000000,41.6000000000,40.6000000000,41.3500000000,525322
2023-01-11 14:30:00,41.3500000000,41.5300000000,40.2900000000,40.5000000000,400177
2023-01-11 15:00:00,40.5000000000,40.9800000000,40.0000000000,40.5000000000,592856
2023-01-12 10:00:00,39.7000000000,43.4300000000,39.6600000000,43.0700000000,2382901
2023-01-12 10:30:00,43.1100000000,43.5000000000,42.6800000000,42.8600000000,712929
2023-01-12 11:00:00,42.8600000000,42.9800000000,41.8600000000,42.5900000000,790489
2023-01-12 11:30:00,42.5900000000,43.2900000000,42.2100000000,43.0000000000,401159
2023-01-12 13:30:00,43.0000000000,43.3100000000,41.5000000000,42.1400000000,552275
2023-01-12 14:00:00,42.1400000000,43.0000000000,41.8600000000,42.2100000000,418008
2023-01-12 14:30:00,42.2400000000,42.8200000000,42.2000000000,42.4500000000,246936
2023-01-12 15:00:00,42.4500000000,42.5200000000,41.5000000000,41.5000000000,1306131
2023-01-13 10:00:00,42.2000000000,45.1500000000,41.5100000000,44.3600000000,2009321
2023-01-13 10:30:00,44.3600000000,48.6500000000,44.1700000000,48.4800000000,1245601
2023-01-13 11:00:00,48.4800000000,49.0400000000,46.6000000000,46.6700000000,912298
2023-01-13 11:30:00,46.6700000000,47.1700000000,45.8000000000,46.2400000000,292883
2023-01-13 13:30:00,46.1000000000,47.9300000000,46.1000000000,46.4000000000,560182
2023-01-13 14:00:00,46.4000000000,48.5000000000,46.4000000000,47.8700000000,272955
2023-01-13 14:30:00,47.8700000000,48.5000000000,47.3200000000,47.6500000000,161170
2023-01-13 15:00:00,47.6500000000,48.9900000000,47.5000000000,48.4500000000,482190
2023-01-16 10:00:00,48.5500000000,54.5000000000,48.1700000000,53.3500000000,2730290
2023-01-16 10:30:00,53.6000000000,53.6000000000,50.9000000000,51.7100000000,1000592
2023-01-16 11:00:00,51.5200000000,53.6500000000,51.5200000000,53.5300000000,572334
2023-01-16 11:30:00,53.5300000000,54.4000000000,53.1600000000,53.9700000000,444743
2023-01-16 13:30:00,53.9700000000,56.5000000000,53.8100000000,55.1100000000,627630
2023-01-16 14:00:00,55.3800000000,57.7400000000,55.0300000000,55.1600000000,375887
2023-01-16 14:30:00,55.1000000000,55.6200000000,53.9900000000,55.1900000000,386518
2023-01-16 15:00:00,55.1200000000,56.9900000000,54.8400000000,56.1800000000,470938
2023-01-17 10:00:00,56.0000000000,57.4900000000,54.0500000000,55.5600000000,1801303
2023-01-17 10:30:00,55.5600000000,58.0000000000,55.5600000000,56.0000000000,1020660
2023-01-17 11:00:00,56.2000000000,56.6200000000,54.1000000000,55.0000000000,852697
2023-01-17 11:30:00,55.0000000000,56.0000000000,54.5900000000,55.6000000000,309933
2023-01-17 13:30:00,55.5000000000,56.8000000000,55.2100000000,55.8700000000,306602
2023-01-17 14:00:00,55.8700000000,56.2300000000,54.8000000000,55.1500000000,428483
2023-01-17 14:30:00,55.2900000000,55.9000000000,55.0000000000,55.9000000000,194367
2023-01-17 15:00:00,55.9800000000,56.9600000000,55.4600000000,56.5600000000,500224
2023-01-18 10:00:00,56.5800000000,59.9700000000,52.5000000000,52.5000000000,2579971
2023-01-18 10:30:00,52.5500000000,53.8800000000,52.1000000000,53.2100000000,1179581
2023-01-18 11:00:00,53.2100000000,54.1100000000,52.9000000000,54.1100000000,134742
2023-01-18 11:30:00,54.1100000000,54.5000000000,53.2000000000,54.4500000000,147824
2023-01-18 13:30:00,54.4000000000,54.4000000000,53.6600000000,54.1300000000,103108
2023-01-18 14:00:00,54.1000000000,54.3800000000,53.8300000000,53.9000000000,208304
2023-01-18 14:30:00,53.9000000000,55.6000000000,53.9000000000,55.0100000000,298881
2023-01-18 15:00:00,55.0100000000,57.0800000000,55.0000000000,56.4000000000,743049
2023-01-19 10:00:00,55.8700000000,58.5000000000,53.6400000000,55.4200000000,1596506
2023-01-19 10:30:00,55.3300000000,56.8900000000,54.5000000000,55.0800000000,458671
2023-01-19 11:00:00,55.0800000000,56.8000000000,54.8400000000,56.2500000000,177078
2023-01-19 11:30:00,56.2500000000,56.2500000000,54.8700000000,56.2000000000,277722
2023-01-19 13:30:00,56.2200000000,56.2200000000,54.9000000000,55.9000000000,190516
2023-01-19 14:00:00,55.9000000000,56.0900000000,55.1200000000,55.3600000000,297927
2023-01-19 14:30:00,55.3600000000,56.4200000000,55.3000000000,56.1500000000,356392
2023-01-19 15:00:00,56.1500000000,56.3300000000,54.5000000000,54.6000000000,622167
2023-01-20 10:00:00,54.3900000000,55.2400000000,52.2900000000,52.9100000000,1227790
2023-01-20 10:30:00,52.9100000000,53.4500000000,51.0000000000,51.6600000000,1178921
2023-01-20 11:00:00,51.7100000000,53.4800000000,51.5000000000,52.9900000000,740333
2023-01-20 11:30:00,52.9800000000,54.0700000000,52.7900000000,53.2100000000,353741
2023-01-20 13:30:00,53.2400000000,54.0800000000,52.6400000000,52.8100000000,260845
2023-01-20 14:00:00,52.7500000000,53.1400000000,52.5000000000,52.6600000000,264986
