date,open,high,low,close,volume,EMA,DIF,DEA,MACD,MinLow,MaxHigh,RSV,K,D,J,MA_5,MA_10,MA_60,OT
2018-01-02,28.38373392,28.38373392,28.38373392,28.38373392,0,28.38373392,0.0,0.0,0.0,28.38373392,28.38373392,,50.0,50.0,50.0,27.979261295999997,27.142055952,24.731852452000002,28.38373392
2018-01-03,28.38373392,28.38373392,28.38373392,28.38373392,0,28.38373392,0.0,0.0,0.0,28.38373392,28.38373392,,,,,27.979261295999997,27.142055952,24.731852452000002,28.38373392
2018-01-04,28.38373392,28.38373392,28.38373392,28.38373392,0,28.38373392,0.0,0.0,0.0,28.38373392,28.38373392,,,,,27.979261295999997,27.142055952,24.731852452000002,28.38373392
2018-01-05,28.38373392,28.38373392,28.38373392,28.38373392,0,28.38373392,0.0,0.0,0.0,28.38373392,28.38373392,,,,,27.979261295999997,27.142055952,24.731852452000002,26.3613708
2018-01-08,26.6263092,27.1120296,25.7431812,26.3613708,48873612,28.233929244444447,-0.1613281121367507,-0.03226562242735014,-0.2581249794188011,25.7431812,28.38373392,23.411371237458205,,,,27.979261295999997,27.142055952,24.731852452000002,26.48500872
2018-01-09,26.1405888,26.51150256,25.68136224,26.48500872,30941003,28.10437957596708,-0.27602343016826225,-0.08101718397553256,-0.3900124923854594,25.68136224,28.38373392,29.738562091503283,,,,27.599516256000005,27.142055952,24.731852452000002,25.94630064
2018-01-10,26.28188928,26.38786464,25.80500016,25.94630064,16212982,27.944521877006554,-0.40571273209986103,-0.14595629360039825,-0.5195128769989256,25.68136224,28.38373392,9.803921568627514,,,,27.1120296,27.142055952,24.731852452000002,25.81383144
2018-01-11,25.8756504,25.9198068,25.5223992,25.81383144,13653489,27.786692955746812,-0.5132649962103777,-0.21941803412239413,-0.5876939241759671,25.5223992,28.38373392,10.185185185185263,,,,26.598049104,27.142055952,24.731852452000002,26.43202104
2018-01-12,25.81383144,26.59098408,25.67253096,26.43202104,20267571,27.686346887913714,-0.542366146767499,-0.28400765665141514,-0.5167169802321676,25.5223992,28.38373392,31.79012345679009,,,,26.207706528,27.142055952,24.731852452000002,26.8470912
2018-01-15,26.37020208,27.32398032,26.23773288,26.8470912,22927249,27.624179799920107,-0.5258743727963875,-0.33238099988040964,-0.3869867458319557,25.5223992,28.38373392,46.29629629629635,,,,26.304850608,27.142055952,24.731852452000002,26.66163432
2018-01-16,26.7587784,26.8470912,26.35253952,26.66163432,19023616,27.55288013474084,-0.5217548779438452,-0.3702557754930968,-0.30299820490149687,25.5223992,28.38373392,39.81481481481486,,,,26.340175728000002,26.969845992,24.731852452000002,25.99045704
2018-01-17,26.49384,26.82942864,25.71668736,25.99045704,16663329,27.43714509068596,-0.5661226364731178,-0.409429147689101,-0.3133869775680336,25.5223992,28.38373392,16.35802469135802,,,,26.349007008,26.730518304000004,24.731852452000002,25.59304944
2018-01-18,25.99928832,26.1847452,25.45174896,25.59304944,16884856,27.30054541285737,-0.6261341916003502,-0.4527701564713509,-0.3467280702579987,25.45174896,27.32398032,7.5471698113208445,,,,26.304850608,26.451449856,24.731852452000002,25.6990248
2018-01-19,25.60188072,25.84032528,25.40759256,25.6990248,11052114,27.18191425634942,-0.6575624845165535,-0.4937286220803915,-0.3276677248723241,25.40759256,27.32398032,15.207373271889349,,,,26.15825136,26.182978944000002,24.731852452000002,25.93746936
2018-01-22,25.610712,25.9639632,25.31927976,25.93746936,12039751,27.089733152916132,-0.6556709829037075,-0.5261170942450547,-0.2591077773173056,25.31927976,27.32398032,30.83700440528639,,,,25.976326992000004,26.1405888,24.731852452000002,25.54889304
2018-01-23,25.92863808,25.92863808,25.48707408,25.54889304,14051241,26.97559684825568,-0.6777145443990129,-0.5564365842758463,-0.2425559202463332,25.31927976,27.32398032,11.453744493392012,,,,25.753778736000005,26.046977232,24.731852452000002,25.62837456
2018-01-24,25.60188072,25.68136224,25.10732904,25.62837456,17978594,26.875802604681184,-0.6809214921870783,-0.5813335658580927,-0.19917585265797122,25.10732904,27.32398032,23.50597609561758,,,,25.681362240000006,26.015184624,24.731852452000002,25.831494
2018-01-25,25.54006176,25.93746936,25.26629208,25.831494,15256689,26.798446411741836,-0.6594710088622087,-0.5969610544589159,-0.12501990880658553,25.10732904,27.32398032,32.66932270916332,,,,25.729051152,26.016950880000003,24.731852452000002,25.85798784
2018-01-26,25.76084376,26.02578216,25.57538688,25.85798784,10805516,26.728782813835032,-0.6330362667830407,-0.6041760969237409,-0.05772033971859969,25.10732904,26.8470912,43.14720812182738,,,,25.76084376,25.959547560000004,24.731852452000002,25.62837456
2018-01-29,25.831494,26.0964324,25.37226744,25.62837456,10606292,26.647271091328733,-0.6234279269001242,-0.6080264629190175,-0.03080292796221329,25.10732904,26.82942864,30.256410256410334,,,,25.6990248,25.837675896,24.731852452000002,24.79823424
2018-01-30,25.5223992,25.60188072,24.78057168,24.79823424,14213715,26.510305398637716,-0.6750174533519697,-0.621424661005608,-0.10718558469272343,24.78057168,26.1847452,1.2578616352199856,,,,25.548893040000003,25.651335888,24.731852452000002,24.34783896
2018-01-31,24.69225888,24.727584,24.065238,24.34783896,13098755,26.350122699479368,-0.7436730596221963,-0.6458743407289257,-0.19559743778654126,24.065238,26.0964324,13.913043478260862,,,,25.29278592,25.487074080000003,24.731852452000002,24.42732048
2018-02-01,24.1977072,24.44498304,23.86211856,24.42732048,11578392,26.207692905443857,-0.7826477517185602,-0.6732290229268526,-0.2188374575834151,23.86211856,26.0964324,25.296442687747,,,,25.011951216,25.370501184,24.731852452000002,24.13588824
2018-02-02,24.1535508,24.3301764,24.01225032,24.13588824,9927921,26.054225893188757,-0.8275125723442756,-0.7040857328103373,-0.24685367906787659,23.86211856,26.0964324,12.252964426877497,,,,24.667531296,25.214187528,24.731852452000002,23.9327688
2018-02-05,23.78263704,24.11822568,23.67666168,23.9327688,7302345,25.897080923322925,-0.8694359903006728,-0.7371557843084043,-0.26456041198453684,23.67666168,26.0964324,10.583941605839525,,,,24.328410143999996,25.013717472000003,24.731852452000002,23.03197824
2018-02-06,23.34990432,23.52652992,22.59041424,23.03197824,15119276,25.684851094928632,-0.964231806986728,-0.7825709888440691,-0.3633216362853178,22.59041424,26.0964324,12.594458438287143,,,,23.975158943999997,24.762025992,24.731852452000002,22.35196968
2018-02-07,23.1379536,23.39406072,22.0782,22.35196968,12024347,25.437970990119105,-1.0817593341682645,-0.8424086579089082,-0.4787013525187127,22.0782,26.0964324,6.813186813186832,,,,23.575985088000003,24.434385503999998,24.731852452000002,22.6522332
2018-02-08,22.33430712,22.79353368,22.2106692,22.6522332,7538884,25.231620042702875,-1.1375589184367811,-0.9014387100144828,-0.4722404168445966,22.0782,26.0964324,14.285714285714334,,,,23.220967632,24.116459424,24.731852452000002,21.30987864
2018-02-09,21.97222464,22.08703128,20.62987008,21.30987864,14427086,24.9411206795397,-1.2753953220837744,-0.9762300324283412,-0.5983305793108664,20.62987008,25.60188072,13.676731793960942,,,,22.655765711999997,23.661648504000002,24.731852452000002,21.5041668
2018-02-12,21.35403504,21.65429856,21.195072,21.5041668,7223424,24.6865315032775,-1.3533536161994064,-1.0516547491825543,-0.6033977340337042,20.62987008,24.727584,21.33620689655173,,,,22.170045312000003,23.249227728,24.731852452000002,21.83975544
2018-02-13,21.64546728,21.97222464,21.53066064,21.83975544,8115646,24.475659202293983,-1.372238614766367,-1.115771522299317,-0.5129341849341,20.62987008,24.44498304,31.712962962962994,,,,21.931600752,22.953379848,24.731852452000002,21.78676776
2018-02-14,21.87508056,21.93689952,21.58364832,21.78676776,5740886,24.276482058420356,-1.3756234443585278,-1.1677419067111592,-0.4157630752947372,20.62987008,24.3301764,31.26491646778044,,,,21.818560368,22.697272727999998,24.731852452000002,22.20183792
2018-02-22,21.97222464,22.2548256,21.857418,22.20183792,7238007,24.122804714833663,-1.3294877460121164,-1.2000910745713507,-0.25879334288153144,20.62987008,24.11822568,45.063291139240505,,,,21.728481312,22.474724472,24.731852452000002,22.13118768
2018-02-23,22.24599432,22.33430712,21.92806824,22.13118768,6229090,23.975277527068204,-1.283826602680744,-1.2168381801932293,-0.13397684497502915,20.62987008,23.52652992,51.829268292682904,,,,21.89274312,22.274254416,24.731852452000002,22.66989576
2018-02-26,22.19300664,22.70522088,22.01638104,22.66989576,8307228,23.87858258135945,-1.1904478361085218,-1.2115601113762877,0.04222455053553187,20.62987008,23.39406072,73.80191693290735,,,,22.125888912,22.147967112,24.731852452000002,22.83769008
2018-02-27,22.71405216,23.3587356,22.55508912,22.83769008,11714863,23.8014794331106,-1.0903361748213527,-1.1873153240653007,0.19395829848789603,20.62987008,23.3587356,80.906148867314,,,,22.32547584,22.128538296,24.731852452000002,22.76703984
2018-02-28,22.88184648,22.99665312,22.44028248,22.76703984,6378766,23.72485427806537,-1.0051115456667752,-1.1508745683855957,0.29152604543764093,20.62987008,23.3587356,78.31715210355985,,,,22.521530256,22.170045312,24.731852452000002,22.8288588
2018-03-01,22.68755832,23.01431568,22.54625784,22.8288588,5028932,23.658484242653117,-0.9219544229312291,-1.1050905392947223,0.3662722327269865,21.195072,23.3587356,75.51020408163264,,,,22.646934432000002,22.187707872,24.731852452000002,22.4756076
2018-03-02,22.66106448,22.6963896,22.4314512,22.4756076,5666650,23.570863750604737,-0.8744758108400603,-1.0589675936037901,0.3689835655274596,21.53066064,23.3587356,51.69082125603865,,,,22.715818415999998,22.304280767999998,24.731852452000002,22.57275168
