date,open,high,low,close,volume,EMA,DIF,DEA,MACD,MinLow,MaxHigh,RSV,K,D,J,MA_5,MA_10,MA_60,OT
1990-12-19,96.05,99.98,95.79,99.98,1260,99.98,0.0,0.0,0.0,95.79,99.98,100.0,50.0,50.0,50.0,109.66,118.175,129.44933333333333,104.39
1990-12-20,104.3,104.39,99.98,104.39,197,100.30666666666667,0.35179487179486557,0.07035897435897312,0.562871794871785,95.79,104.39,100.0,66.66666666666666,55.55555555555556,88.88888888888886,109.66,118.175,129.44933333333333,109.13
1990-12-21,109.07,109.13,103.73,109.13,28,100.96024691358025,1.00152823434874,0.2565928263569265,1.489870815983627,95.79,109.13,100.0,77.77777777777777,62.96296296296296,107.40740740740739,109.66,118.175,129.44933333333333,114.55
1990-12-24,113.57,114.55,109.13,114.55,32,101.96689529035208,1.9315298348185905,0.5915802280492592,2.6798992135386626,95.79,114.55,100.0,85.18518518518518,70.37037037037037,114.81481481481481,109.66,118.175,129.44933333333333,120.25
1990-12-25,120.09,120.25,114.55,120.25,15,103.32119934291859,3.0928526860719785,1.0918347196538032,4.002035932836351,95.79,120.25,100.0,90.12345679012344,76.95473251028805,116.46090534979422,109.66,118.175,129.44933333333333,125.27
1990-12-26,125.27,125.27,120.25,125.27,100,104.94703642862832,4.3679306728252385,1.7470539102880904,5.241753525074296,95.79,125.27,100.0,93.41563786008228,82.44170096021946,115.36351165980795,114.71799999999999,118.175,129.44933333333333,125.28
1990-12-27,125.27,125.28,125.27,125.28,66,106.45318187835956,5.31794413056268,2.4612319543430083,5.713424352439342,95.79,125.28,100.0,95.61042524005485,86.8312757201646,113.16872427983537,118.896,118.175,129.44933333333333,126.45
1990-12-28,126.39,126.45,125.28,126.45,108,107.93442766514775,6.0949866500941425,3.1879828934932353,5.8140075132018145,95.79,126.45,100.0,97.07361682670323,90.24538942234415,110.73007163542138,122.35999999999999,118.175,129.44933333333333,127.61
1990-12-31,126.56,127.61,126.48,127.61,78,109.3918774677294,6.7268577220906565,3.8957578592127193,5.662199725755874,95.79,127.61,100.0,98.04907788446882,92.84661890971904,108.45399583396835,124.97200000000001,118.175,129.44933333333333,128.84
1991-01-02,127.61,128.84,127.61,128.84,91,110.83247913678647,7.243373716138194,4.565281030597815,5.356185371080759,99.98,128.84,100.0,98.69938525631254,94.79754102525021,106.50307371843718,126.69000000000001,118.175,129.44933333333333,130.14
1991-01-03,128.84,130.14,128.84,130.14,141,112.26266586739489,7.669209623541363,5.186066749186525,4.9662857487096765,103.73,130.14,100.0,99.13292350420835,96.24266851823626,104.91343347615253,127.66399999999999,121.19099999999999,129.44933333333333,131.44
1991-01-04,131.27,131.44,130.14,131.44,420,113.68320913647673,8.019147048161628,5.752682808981546,4.532928478360164,109.13,131.44,100.0,99.42194900280556,97.30242867975936,103.66098964889798,128.89600000000002,123.896,129.44933333333333,132.06
1991-01-07,131.99,132.06,131.45,132.06,217,115.04445290414512,8.251386944395037,6.252423636064244,3.9979266166615854,114.55,132.06,100.0,99.61463266853704,98.07316334268525,102.6975713202406,130.01799999999997,126.189,129.44933333333333,132.68
