time,price,signal,label
1990-04-20,24.56,buy,2.0
1990-04-24,24.14,sell,4.0
1992-04-21,27.09,buy,1.0
1992-11-06,35.84,sell,3.0
1992-12-02,37.19,buy,2.0
1993-01-28,27.27,sell,4.0
1994-08-03,26.8,buy,2.0
1994-08-04,27.0,sell,4.0
1998-09-18,23.55,buy,2.0
1998-12-07,26.84,sell,4.0
1999-05-03,26.06,buy,1.0
1999-10-18,35.39,sell,3.0
2000-01-07,36.37,buy,1.0
2000-07-03,48.12,sell,3.0
2000-07-06,47.62,buy,1.0
2000-11-01,58.88,sell,3.0
2003-03-06,18.78,buy,2.0
2003-03-14,18.15,sell,4.0
2003-11-06,20.51,buy,1.0
2009-11-25,41.64,sell,3.0
2010-10-01,36.41,buy,1.0
2011-03-15,44.84,sell,3.0
2011-12-06,59.82,buy,2.0
2011-12-08,56.74,sell,4.0
2013-02-08,61.83,buy,1.0
2013-11-07,81.04,sell,3.0
2014-04-21,105.59,buy,2.0
2014-04-29,108.42,sell,4.0
2016-01-27,59.97,buy,1.0
2016-07-27,73.48,sell,3.0
2017-06-14,57.52,buy,2.0
2017-06-21,50.83,sell,4.0
2020-04-06,9.76,buy,2.0
2020-06-26,10.65,sell,4.0
2021-01-11,15.22,buy,1.0
2021-06-22,20.35,sell,3.0
2022-03-02,24.88,buy,1.0
2022-04-28,40.59,sell,3.0
2023-10-13,43.37,buy,2.0
2023-10-25,42.02,sell,4.0
