time,price,signal,label
1995-10-10,53.13,buy,2.0
1995-10-11,54.88,sell,4.0
1998-02-02,61.63,buy,1.0
1998-07-30,88.5,sell,3.0
1998-11-19,66.56,buy,1.0
1999-05-24,90.75,sell,3.0
1999-07-07,102.37,buy,2.0
1999-07-23,93.5,sell,4.0
1999-10-25,100.5,buy,1.0
2000-01-10,130.63,sell,3.0
2002-03-06,46.61,buy,2.0
2002-04-29,39.28,sell,4.0
2004-05-26,44.82,buy,2.0
2004-07-08,41.2,sell,4.0
2004-10-29,42.25,buy,1.0
2007-06-28,70.96,sell,3.0
2009-03-11,22.51,buy,1.0
2009-07-13,27.91,sell,3.0
2010-01-06,32.4,buy,2.0
2010-01-27,27.9,sell,4.0
2013-04-12,21.82,buy,2.0
2013-04-19,20.58,sell,4.0
2013-04-29,22.21,buy,1.0
2014-01-29,29.94,sell,3.0
2016-07-18,28.21,buy,1.0
2017-03-24,42.46,sell,3.0
2018-04-06,53.04,buy,2.0
2018-04-09,53.35,sell,4.0
2019-10-11,41.93,buy,1.0
2020-01-30,53.82,sell,3.0
2020-04-07,36.94,buy,1.0
2020-09-24,46.61,sell,3.0
2021-03-31,77.66,buy,2.0
2021-06-24,87.08,sell,4.0
2023-07-18,91.94,buy,2.0
2023-08-21,84.25,sell,4.0
