time,price,signal,label
2023-05-22,83.53,buy,2.0
2023-06-28,90.55,sell,4.0
2023-06-29,90.87,buy,1.0
2023-12-07,110.53,sell,3.0
2024-01-24,115.67,buy,1.0
2024-06-07,198.0,sell,3.0
2024-08-15,190.39,buy,2.0
2024-09-06,173.11,sell,4.0
