time,price,signal,label
2018-10-02,60.45,buy,2.0
2018-10-07,57.96,sell,4.0
2018-10-20,53.71,buy,2.0
2018-10-25,53.11,sell,4.0
2018-11-08,54.47,buy,2.0
2018-11-14,50.43,sell,4.0
2018-12-23,31.33,buy,2.0
2018-12-27,30.3,sell,4.0
2019-01-11,32.81,buy,2.0
2019-01-13,31.65,sell,4.0
2019-02-07,32.79,buy,1.0
2019-07-13,104.86,sell,3.0
2019-09-14,68.93,buy,2.0
2019-09-26,57.43,sell,4.0
2019-10-30,59.75,buy,2.0
2019-11-23,47.32,sell,4.0
2020-01-09,45.35,buy,1.0
2020-03-01,58.05,sell,3.0
2020-05-01,46.33,buy,2.0
2020-09-06,47.83,sell,4.0
2020-10-17,47.6,buy,2.0
2020-10-18,46.93,sell,4.0
2020-10-23,54.35,buy,1.0
2020-11-30,78.91,sell,3.0
2020-12-03,88.9,buy,1.0
2021-02-28,171.76,sell,3.0
2021-03-05,180.67,buy,2.0
2021-03-27,183.45,sell,4.0
2021-03-29,184.24,buy,1.0
2021-04-23,252.5,sell,3.0
2021-05-02,276.78,buy,2.0
2021-05-18,281.53,sell,4.0
2021-07-31,145.51,buy,2.0
2021-09-22,148.5,sell,4.0
2021-10-05,167.5,buy,2.0
2021-12-06,156.3,sell,4.0
2021-12-28,155.9,buy,2.0
2021-12-30,145.5,sell,4.0
2022-01-20,136.2,buy,2.0
2022-01-21,129.7,sell,4.0
2022-03-22,116.0,buy,2.0
2022-04-11,110.3,sell,4.0
2022-07-21,57.2,buy,2.0
2022-08-22,55.67,sell,4.0
2022-09-06,60.39,buy,2.0
2022-09-20,52.91,sell,4.0
2022-10-31,55.35,buy,2.0
2022-11-01,55.01,sell,4.0
2022-11-06,69.23,buy,2.0
2022-11-12,61.49,sell,4.0
2022-11-16,58.01,buy,1.0
2022-12-19,64.37,sell,3.0
2023-01-07,75.91,buy,2.0
2023-03-09,82.76,sell,4.0
2023-04-17,100.01,buy,2.0
2023-04-23,87.0,sell,4.0
2023-05-21,92.42,buy,2.0
2023-06-16,74.6,sell,4.0
2023-06-22,85.05,buy,2.0
2023-07-21,92.37,sell,4.0
2023-10-25,69.15,buy,2.0
2023-12-17,72.19,sell,4.0
2024-01-16,69.13,buy,2.0
2024-01-19,68.11,sell,4.0
2024-01-23,67.36,buy,2.0
2024-01-26,65.5,sell,4.0
2024-02-14,68.97,buy,2.0
2024-02-18,69.97,sell,4.0
2024-02-29,74.48,buy,2.0
2024-03-20,78.45,sell,4.0
2024-03-31,102.84,buy,2.0
2024-04-14,77.33,sell,4.0
2024-10-20,74.9,buy,2.0
2024-11-05,65.56,sell,4.0
2024-11-11,76.58,buy,1.0
2024-12-25,108.35,sell,3.0
2024-12-27,102.23,buy,2.0
2024-12-31,99.4,sell,4.0
2025-01-06,115.72,buy,2.0
2025-01-13,102.34,sell,4.0
2025-01-18,137.04,buy,2.0
2025-01-28,115.06,sell,4.0
