time,price,signal,label
2002-01-03,28.25,buy,2.0
2002-05-09,27.45,sell,4.0
2002-07-03,27.52,buy,2.0
2002-08-05,21.96,sell,4.0
2002-10-22,22.65,buy,2.0
2002-10-23,22.62,sell,4.0
2002-12-27,21.76,buy,2.0
2003-01-23,22.32,sell,4.0
2003-02-21,23.18,buy,2.0
2003-03-13,24.5,sell,4.0
2003-03-18,24.5,buy,2.0
2003-05-27,26.95,sell,4.0
2003-05-30,28.0,buy,2.0
2003-07-09,26.5,sell,4.0
2003-08-14,27.4,buy,1.0
2004-04-21,37.72,sell,3.0
2004-05-28,35.58,buy,2.0
2004-08-06,34.66,sell,4.0
2004-08-23,36.97,buy,1.0
2007-06-12,53.19,sell,3.0
2007-07-10,58.45,buy,2.0
2007-07-30,56.84,sell,4.0
2007-08-31,56.34,buy,2.0
2007-11-08,63.3,sell,4.0
2007-11-15,63.05,buy,2.0
2008-01-07,62.11,sell,4.0
2008-02-05,59.8,buy,2.0
2008-02-11,60.66,sell,4.0
2008-02-14,62.3,buy,2.0
2008-02-22,60.59,sell,4.0
2008-02-28,62.04,buy,2.0
2008-03-05,60.81,sell,4.0
2008-03-24,69.08,buy,2.0
2008-06-12,66.78,sell,4.0
2008-06-18,67.88,buy,2.0
2008-06-27,60.34,sell,4.0
2008-08-07,60.85,buy,2.0
2008-08-21,60.59,sell,4.0
2008-09-04,59.74,buy,2.0
2008-09-05,58.82,sell,4.0
2008-09-19,63.7,buy,2.0
2008-10-10,54.53,sell,4.0
2008-11-05,52.78,buy,2.0
2008-11-10,47.97,sell,4.0
2008-12-01,48.02,buy,2.0
2008-12-18,52.69,sell,4.0
2008-12-19,51.26,buy,2.0
2008-12-26,49.76,sell,4.0
2009-01-05,53.44,buy,2.0
2009-01-16,46.8,sell,4.0
2009-03-17,45.41,buy,2.0
2009-05-07,53.08,sell,4.0
2009-05-08,54.42,buy,2.0
2009-05-14,50.95,sell,4.0
2009-06-02,57.83,buy,2.0
2009-06-26,50.84,sell,4.0
2009-07-31,56.64,buy,2.0
2009-12-14,64.19,sell,4.0
2009-12-17,63.51,buy,2.0
2010-02-09,62.51,sell,4.0
2010-02-18,64.44,buy,2.0
2010-05-24,71.34,sell,4.0
2010-06-22,72.46,buy,2.0
2010-06-28,70.5,sell,4.0
2010-07-26,73.22,buy,2.0
2010-08-20,71.26,sell,4.0
2010-08-23,70.95,buy,2.0
2010-08-25,70.13,sell,4.0
2010-09-03,74.25,buy,2.0
2010-12-28,86.33,sell,4.0
2011-02-10,86.79,buy,2.0
2011-03-14,86.21,sell,4.0
2011-06-30,89.98,buy,2.0
2012-05-15,107.22,sell,4.0
2012-05-29,110.92,buy,2.0
2012-06-01,104.6,sell,4.0
2012-09-11,99.68,buy,2.0
2012-09-25,95.08,sell,4.0
2012-10-11,94.9,buy,2.0
2012-10-26,91.15,sell,4.0
2012-11-27,97.01,buy,2.0
2012-12-17,97.99,sell,4.0
2012-12-21,105.1,buy,2.0
2012-12-27,51.76,sell,4.0
2013-03-28,59.01,buy,2.0
2013-05-31,61.66,sell,4.0
2013-07-01,62.33,buy,2.0
2013-08-19,64.71,sell,4.0
2013-08-23,64.21,buy,2.0
2013-08-30,62.82,sell,4.0
2013-09-04,65.13,buy,1.0
2013-12-19,78.26,sell,3.0
2014-02-19,74.82,buy,2.0
2014-03-27,73.32,sell,4.0
2014-04-22,74.35,buy,2.0
2014-08-06,77.14,sell,4.0
2014-08-26,79.48,buy,1.0
2014-12-18,97.08,sell,3.0
2014-12-24,96.29,buy,2.0
2015-01-07,94.87,sell,4.0
2015-02-23,95.01,buy,2.0
2015-08-25,103.53,sell,4.0
2015-09-22,115.97,buy,2.0
2015-11-18,125.78,sell,4.0
2015-11-25,134.13,buy,2.0
2015-12-28,63.81,sell,4.0
2016-03-22,64.9,buy,2.0
2016-03-28,61.34,sell,4.0
2016-04-14,59.49,buy,2.0
2016-06-07,53.55,sell,4.0
2016-06-13,54.91,buy,2.0
2016-06-17,53.71,sell,4.0
2016-07-05,55.2,buy,2.0
2016-09-15,55.47,sell,4.0
2016-09-28,53.25,buy,2.0
2016-09-30,52.65,sell,4.0
2017-01-10,53.11,buy,2.0
2017-05-18,51.68,sell,4.0
2017-07-03,58.65,buy,2.0
2017-07-11,58.19,sell,4.0
2017-08-04,59.75,buy,2.0
2017-08-21,53.61,sell,4.0
2017-10-25,54.94,buy,1.0
2018-03-09,66.3,sell,3.0
2018-03-15,66.39,buy,2.0
2018-03-20,66.8,sell,4.0
2018-03-22,64.42,buy,2.0
2018-03-23,64.63,sell,4.0
2018-03-27,66.17,buy,2.0
2018-10-11,74.51,sell,4.0
